stem,split,cls,cls_name,w,h,area,ar,cx,cy,max_eye_w,source,vg
175991309_2_jpg.rf.f78c6a679abb27d35a937a6262a13882,train,1,open_eye,0.051562,0.067187,0.0034642960939999996,0.7674401297870124,0.607812,0.565625,0.051562,unmatched,4175
175_jpg.rf.06b2f2b4e8d3d4a2d2669cdef78f28a4,train,1,open_eye,0.03125,0.121875,0.00380859375,0.25641025641025644,0.984375,0.501563,0.04375,bare_numeric,4177
175_jpg.rf.06b2f2b4e8d3d4a2d2669cdef78f28a4,train,1,open_eye,0.04375,0.098437,0.0043066187499999995,0.444446701951502,0.978125,0.710156,0.04375,bare_numeric,4177
175_jpg.rf.2932f28c20e5f0b705c73e95b49fbb9b,train,1,open_eye,0.054688,0.117188,0.006408777344,0.4666689422125132,0.027344,0.482031,0.067187,bare_numeric,4180
175_jpg.rf.2932f28c20e5f0b705c73e95b49fbb9b,train,1,open_eye,0.067187,0.095312,0.006403727343999999,0.7049164848077891,0.033594,0.282031,0.067187,bare_numeric,4180
175_jpg.rf.6fa415af0a1557a6fa256c3d92651cf1,train,2,yawning,0.729688,1.0,0.729688,0.729688,0.577344,0.5,0.0,bare_numeric,4182
175_jpg.rf.90168ebfa484496cd67df923a514272b,train,2,yawning,0.275,0.720313,0.198086075,0.3817784768565888,0.483594,0.566406,0.0,bare_numeric,4184
1761_jpg.rf.3bdd74211daf456b32b25257104f427d,train,0,closed_eye,0.484375,0.445312,0.215698,1.0877205195458466,0.242188,0.264844,0.484375,bare_numeric,4190
1762_jpg.rf.8edec3ce9c268c6e5cf6f45aaa5be44a,train,0,closed_eye,0.451562,0.496875,0.22436986875,0.9088040251572327,0.774219,0.3,0.451562,bare_numeric,4193
1763_jpg.rf.9e3eed7a9571f16b6ec0135a9b988908,train,0,closed_eye,0.479687,0.446875,0.214360128125,1.0734254545454545,0.760156,0.223438,0.479687,bare_numeric,4197
1764_jpg.rf.2538f468eb28654340d2fb04e94f1d52,train,1,open_eye,0.05625,0.048438,0.0027246375,1.1612783351913787,0.640625,0.445312,0.073438,bare_numeric,25923
1764_jpg.rf.2538f468eb28654340d2fb04e94f1d52,train,1,open_eye,0.073438,0.048438,0.003557189844,1.5161237045295017,0.498437,0.474219,0.073438,bare_numeric,25923
1764_jpg.rf.495ab2f9803109a3575a64d83084311b,train,1,open_eye,0.182812,0.098437,0.017995464844,1.8571472109064682,0.49375,0.445312,0.182812,bare_numeric,4254
1764_jpg.rf.495ab2f9803109a3575a64d83084311b,train,1,open_eye,0.144531,0.103906,0.015017638085999999,1.3909783843088945,0.780469,0.391406,0.182812,bare_numeric,4254
1764_jpg.rf.7cff7f293eb5cf77059813cc329dec68,train,1,open_eye,0.048438,0.05625,0.0027246375,0.86112,0.554688,0.640625,0.048438,bare_numeric,4284
1764_jpg.rf.7cff7f293eb5cf77059813cc329dec68,train,1,open_eye,0.048438,0.073438,0.003557189844,0.6595767858601814,0.525781,0.498437,0.048438,bare_numeric,4284
1767_jpg.rf.0b0bcc6b9787adfc01cc6701e9d15ce2,train,1,open_eye,0.05,0.05625,0.0028125000000000003,0.888888888888889,0.460938,0.360938,0.05,bare_numeric,25924
1767_jpg.rf.0b0bcc6b9787adfc01cc6701e9d15ce2,train,1,open_eye,0.046875,0.078125,0.003662109375,0.6,0.4875,0.509375,0.05,bare_numeric,25924
1768_jpg.rf.bcb7dbb610783df357fff2b3d602733d,train,0,closed_eye,0.504687,0.346875,0.17506330312499999,1.4549535135135137,0.697656,0.173437,0.504687,bare_numeric,4226
1769_jpg.rf.5d3e415c4bed7fbd0df51c42df83e416,train,0,closed_eye,0.4625,0.34375,0.158984375,1.3454545454545455,0.735938,0.171875,0.4625,bare_numeric,4228
176_jpg.rf.05ee7f07940541f6e97a7032559b2195,train,1,open_eye,0.040625,0.096875,0.003935546875,0.41935483870967744,0.978906,0.791406,0.040625,bare_numeric,4232
176_jpg.rf.05ee7f07940541f6e97a7032559b2195,train,1,open_eye,0.0375,0.142187,0.0053320125,0.2637371911637491,0.98125,0.575,0.040625,bare_numeric,4232
176_jpg.rf.0fcf758acfefc8a1646618c955311999,train,2,yawning,0.153906,0.276562,0.04256455117199999,0.5564972772832132,0.524219,0.251563,0.0,bare_numeric,6639
176_jpg.rf.233b1ed031e91e26c0d3abae490dcf18,train,2,yawning,0.276562,0.154688,0.042780822655999994,1.7878697765825402,0.748437,0.524219,0.0,bare_numeric,4235
176_jpg.rf.9e1416336a90227e624921dde665a995,train,2,yawning,0.276562,0.153125,0.04234855625,1.8061191836734691,0.251563,0.475781,0.0,bare_numeric,4241
176_jpg.rf.a9f93bf9a9a4ac928393619388d73fea,train,1,open_eye,0.045312,0.096875,0.0043896,0.46773677419354837,0.022656,0.748437,0.045312,bare_numeric,4244
176_jpg.rf.a9f93bf9a9a4ac928393619388d73fea,train,1,open_eye,0.040625,0.142187,0.005776346875,0.2857152904273949,0.020313,0.533594,0.045312,bare_numeric,4244
1777_jpg.rf.69b516271d2b083be26e13dad6782889,train,1,open_eye,0.180469,0.103906,0.018751811913999997,1.736848690162262,0.54375,0.483594,0.180469,bare_numeric,4275
1777_jpg.rf.69b516271d2b083be26e13dad6782889,train,1,open_eye,0.120313,0.089063,0.010715436719,1.3508752231566419,0.83125,0.4375,0.180469,bare_numeric,4275
1779_jpg.rf.51a46055c2071370e67147411acd5ef5,train,0,closed_eye,0.50625,0.409375,0.20724609375,1.2366412213740459,0.746875,0.204687,0.50625,bare_numeric,4285
177_jpg.rf.66709c9c672fa1ebc3e101b6df3dd03d,train,2,yawning,1.0,0.639062,0.639062,1.5647934003273547,0.5,0.414844,0.0,bare_numeric,4292
177_jpg.rf.6c099e6e9fc15de562c2cc24bfe92489,train,2,yawning,1.0,0.66875,0.66875,1.4953271028037385,0.5,0.417187,0.0,bare_numeric,4290
177_jpg.rf.947f3aac6f3ce9d6ca9d97575279ae6a,train,2,yawning,1.0,0.651563,0.651563,1.5347710044922747,0.5,0.40625,0.0,bare_numeric,4292
178046512_1_jpg.rf.be0d80cf4c960f654151d385cebc8f11,train,0,closed_eye,0.110937,0.1625,0.0180272625,0.6826892307692307,0.739844,0.082031,0.110937,unmatched,4294
178046512_1_jpg.rf.f870b68dfc845e063b7a524067c7976f,train,0,closed_eye,0.10625,0.154688,0.016435599999999998,0.6868664666942491,0.736719,0.077344,0.10625,unmatched,4295
1782_jpg.rf.d4c55302c7ff2484f9cc2727731e793c,train,0,closed_eye,0.428125,0.579688,0.24817892499999997,0.7385438373745877,0.785937,0.710156,0.428125,bare_numeric,4302
1784_jpg.rf.3d3ed265ba63c465e08c45e9f4f10ba9,train,1,open_eye,0.05,0.046875,0.0023437500000000003,1.0666666666666667,0.471875,0.211719,0.054688,bare_numeric,4304
1784_jpg.rf.3d3ed265ba63c465e08c45e9f4f10ba9,train,1,open_eye,0.054688,0.067187,0.003674322656,0.8139669876613036,0.499219,0.335938,0.054688,bare_numeric,4304
1784_jpg.rf.a7d70ace0cfa49a3aba197c3fc3da020,train,0,closed_eye,0.459375,0.582812,0.2677292625,0.7882044295587599,0.770312,0.654687,0.459375,bare_numeric,4306
178_jpg.rf.3b6953e575e3819836942e73456ce029,train,1,open_eye,1.0,0.765625,0.765625,1.3061224489795917,0.5,0.617188,1.0,bare_numeric,4320
178_jpg.rf.6714cdd28d33a231b080534e4b3fae6a,train,1,open_eye,1.0,0.771875,0.771875,1.2955465587044535,0.5,0.385937,1.0,bare_numeric,4321
178_jpg.rf.9300e5dffd9df2182fabcf1c4cb46703,train,1,open_eye,1.0,0.740625,0.740625,1.350210970464135,0.5,0.591406,1.0,bare_numeric,4322
179820698_1_jpg.rf.01830bca0fb222bd79720ed44e3297bc,train,1,open_eye,0.064062,0.098437,0.0063060710939999995,0.6507918770381056,0.417969,0.550781,0.064062,unmatched,4326
179820698_1_jpg.rf.01830bca0fb222bd79720ed44e3297bc,train,1,open_eye,0.059375,0.09375,0.005566406249999999,0.6333333333333333,0.426563,0.746094,0.064062,unmatched,4326
179820698_1_jpg.rf.4a5f141819546e84427080d3c1d4818c,train,1,open_eye,0.098437,0.064062,0.0063060710939999995,1.5365895538696888,0.449219,0.417969,0.098437,unmatched,4328
179820698_1_jpg.rf.4a5f141819546e84427080d3c1d4818c,train,1,open_eye,0.09375,0.059375,0.005566406249999999,1.5789473684210527,0.253906,0.426563,0.098437,unmatched,4328
179820698_1_jpg.rf.774feb83595b4897f603805c5f24a9d5,train,1,open_eye,0.098437,0.064062,0.0063060710939999995,1.5365895538696888,0.449219,0.417969,0.098437,unmatched,4328
179820698_1_jpg.rf.774feb83595b4897f603805c5f24a9d5,train,1,open_eye,0.09375,0.059375,0.005566406249999999,1.5789473684210527,0.253906,0.426563,0.098437,unmatched,4328
179_jpg.rf.75954ee29bdfb2f69eefb9a4053de128,train,2,yawning,0.628125,1.0,0.628125,0.628125,0.626563,0.5,0.0,bare_numeric,4329
179_jpg.rf.8834db51c3cd757827de0979688bad06,train,1,open_eye,0.086719,0.1,0.008671900000000001,0.86719,0.482031,0.085938,0.086719,bare_numeric,4330
17_jpg.rf.0f79f77e7b2aad051c0b1ba27c5f82aa,train,2,yawning,0.570312,1.0,0.570312,0.570312,0.621875,0.5,0.0,bare_numeric,4332
17_jpg.rf.91b5e2b6f27adae407cc4b200c6db14c,train,2,yawning,1.0,0.559375,0.559375,1.787709497206704,0.5,0.625781,0.0,bare_numeric,4338
1802_jpg.rf.2786fdda67908a56b7034f3f19716106,train,1,open_eye,0.060156,0.065625,0.0039477375,0.9166628571428571,0.820312,0.475,0.060156,bare_numeric,4343
1803_jpg.rf.f368d7eb36bed03cd6d2b79289fc10a7,train,1,open_eye,0.151562,0.121875,0.01847161875,1.2435856410256412,0.8,0.522656,0.151562,bare_numeric,12652
1804_jpg.rf.7630b3f0ebbe9a9b6ba0599e215f513a,train,1,open_eye,0.051562,0.05625,0.0029003625,0.9166577777777777,0.532813,0.785156,0.051562,bare_numeric,4349
1804_jpg.rf.7630b3f0ebbe9a9b6ba0599e215f513a,train,1,open_eye,0.051562,0.070312,0.0036254273439999996,0.7333314370235521,0.491406,0.660156,0.051562,bare_numeric,4349
1804_jpg.rf.8d0dcfb1c4ce1b9e6a6860c761fb53ef,train,1,open_eye,0.051562,0.05625,0.0029003625,0.9166577777777777,0.467187,0.214844,0.051562,bare_numeric,4350
1804_jpg.rf.8d0dcfb1c4ce1b9e6a6860c761fb53ef,train,1,open_eye,0.051562,0.070312,0.0036254273439999996,0.7333314370235521,0.508594,0.339844,0.051562,bare_numeric,4350
1816_jpg.rf.3ab000e1e9d043f3b085743bbce7174e,train,1,open_eye,0.124219,0.107031,0.013295283789,1.1605889882370528,0.779687,0.321094,0.124219,bare_numeric,4353
1817_jpg.rf.211026cb658295afa0a7a04a7660022b,train,1,open_eye,0.051562,0.051562,0.0026586398439999996,1.0,0.639844,0.65,0.053125,bare_numeric,4354
1817_jpg.rf.211026cb658295afa0a7a04a7660022b,train,1,open_eye,0.053125,0.073438,0.00390139375,0.7233993300471145,0.634375,0.521875,0.053125,bare_numeric,4354
181839385_1_jpg.rf.0a600cdc519ff30deb15d597e736d351,train,1,open_eye,0.078125,0.1,0.0078125,0.78125,0.291406,0.503125,0.078125,unmatched,4357
181839385_1_jpg.rf.0a600cdc519ff30deb15d597e736d351,train,1,open_eye,0.076563,0.126562,0.009689966406000002,0.6049446121268627,0.298438,0.775,0.078125,unmatched,4357
181839385_1_jpg.rf.1dd2d712aea31cb4e69d9e255f85afa0,train,1,open_eye,0.078125,0.1,0.0078125,0.78125,0.708594,0.496875,0.078125,unmatched,4358
181839385_1_jpg.rf.1dd2d712aea31cb4e69d9e255f85afa0,train,1,open_eye,0.076563,0.126562,0.009689966406000002,0.6049446121268627,0.701562,0.225,0.078125,unmatched,4358
181839385_1_jpg.rf.5015dc4e39c8c56fa2e7268cf89ad14c,train,1,open_eye,0.1,0.078125,0.0078125,1.28,0.496875,0.291406,0.126562,unmatched,4359
181839385_1_jpg.rf.5015dc4e39c8c56fa2e7268cf89ad14c,train,1,open_eye,0.126562,0.076563,0.009689966406000002,1.6530438984888263,0.225,0.298438,0.126562,unmatched,4359
181_jpg.rf.02d567926323a89c35c9a2e8b3e5805e,train,2,yawning,0.625,0.89375,0.55859375,0.6993006993006993,0.477344,0.447656,0.0,bare_numeric,4360
182804431_1_jpg.rf.7e81d3d7d4fa795e54886845d150ad28,train,1,open_eye,0.071875,0.045312,0.0032568,1.586224399717514,0.475781,0.216406,0.071875,unmatched,4370
182804431_1_jpg.rf.7e81d3d7d4fa795e54886845d150ad28,train,1,open_eye,0.051562,0.040625,0.00209470625,1.2692184615384614,0.6125,0.233594,0.071875,unmatched,4370
182804431_1_jpg.rf.8358c585b6eead3c02b6fff0d0f4cdf7,train,1,open_eye,0.045312,0.071875,0.0032568,0.6304278260869566,0.216406,0.524219,0.045312,unmatched,4369
182804431_1_jpg.rf.8358c585b6eead3c02b6fff0d0f4cdf7,train,1,open_eye,0.040625,0.051562,0.00209470625,0.7878864279896048,0.233594,0.3875,0.045312,unmatched,4369
182804431_1_jpg.rf.e1fb9a4c479ac6f850c747b1d5877c71,train,1,open_eye,0.071875,0.045312,0.0032568,1.586224399717514,0.475781,0.216406,0.071875,unmatched,4370
182804431_1_jpg.rf.e1fb9a4c479ac6f850c747b1d5877c71,train,1,open_eye,0.051562,0.040625,0.00209470625,1.2692184615384614,0.6125,0.233594,0.071875,unmatched,4370
182_jpg.rf.03faaee3bdfeb41cc5d02a6127133572,train,1,open_eye,1.0,0.617188,0.617188,1.6202518519478668,0.5,0.597656,1.0,bare_numeric,4371
182_jpg.rf.be3fcf4d60a6fb9c45e1380d047f1b6b,train,1,open_eye,1.0,0.6125,0.6125,1.6326530612244896,0.5,0.413281,1.0,bare_numeric,4372
183204955_1_jpg.rf.3b4493357e48624c44126ebb0e0080fa,train,1,open_eye,0.079687,0.154688,0.012326622655999998,0.5151466177079024,0.457031,0.332813,0.079687,unmatched,4374
183204955_1_jpg.rf.3b4493357e48624c44126ebb0e0080fa,train,1,open_eye,0.065625,0.148438,0.00974124375,0.4421037739662351,0.484375,0.660156,0.079687,unmatched,4374
183204955_1_jpg.rf.5c49a75c068f7a7d6db207bd029d9407,train,1,open_eye,0.079687,0.154688,0.012326622655999998,0.5151466177079024,0.457031,0.332813,0.079687,unmatched,4374
183204955_1_jpg.rf.5c49a75c068f7a7d6db207bd029d9407,train,1,open_eye,0.065625,0.148438,0.00974124375,0.4421037739662351,0.484375,0.660156,0.079687,unmatched,4374
183204955_1_jpg.rf.afa76b2c0e5e82436213a2d5a0a66399,train,1,open_eye,0.154688,0.079687,0.012326622655999998,1.9411949251446283,0.667188,0.457031,0.154688,unmatched,4375
183204955_1_jpg.rf.afa76b2c0e5e82436213a2d5a0a66399,train,1,open_eye,0.148438,0.065625,0.00974124375,2.2619123809523805,0.339844,0.484375,0.154688,unmatched,4375
183_jpg.rf.391d5bba00948a8e6952152baefaa521,train,1,open_eye,1.0,0.614062,0.614062,1.6285000537405019,0.5,0.515625,1.0,bare_numeric,4376
183_jpg.rf.4499b9eb2092fc1d81b9bc2b695e8a99,train,1,open_eye,0.60625,1.0,0.60625,0.60625,0.51875,0.5,0.60625,bare_numeric,4377
183_jpg.rf.de9a870c5ddafdbdf3c2cbbdf0ae21b1,train,1,open_eye,1.0,0.60625,0.60625,1.6494845360824744,0.5,0.48125,1.0,bare_numeric,4378
18467619_1_jpg.rf.0e9ad4a45b91704ba716622f76422fad,train,1,open_eye,0.154688,0.13125,0.0203028,1.178575238095238,0.527344,0.344531,0.154688,unmatched,25957
18467619_1_jpg.rf.0e9ad4a45b91704ba716622f76422fad,train,1,open_eye,0.151562,0.1125,0.017050725,1.3472177777777778,0.814063,0.360156,0.154688,unmatched,25957
18467619_1_jpg.rf.adafb9926e797ac8e5eaf1a63cff50ae,train,1,open_eye,0.13125,0.154688,0.0203028,0.8484821059164254,0.344531,0.472656,0.13125,unmatched,4380
18467619_1_jpg.rf.adafb9926e797ac8e5eaf1a63cff50ae,train,1,open_eye,0.1125,0.151562,0.017050725,0.742270489964503,0.360156,0.185938,0.13125,unmatched,4380
18467629_1_jpg.rf.01ab548baaf941bbd8fd2065f5e3bec6,train,1,open_eye,0.117188,0.114062,0.013366697656,1.0274061475337974,0.692187,0.304688,0.165625,unmatched,4383
18467629_1_jpg.rf.01ab548baaf941bbd8fd2065f5e3bec6,train,1,open_eye,0.165625,0.121875,0.020185546874999998,1.358974358974359,0.409375,0.334375,0.165625,unmatched,4383
18467629_1_jpg.rf.0430a0c523769a81ee00e24abaf8d022,train,1,open_eye,0.117188,0.114062,0.013366697656,1.0274061475337974,0.692187,0.304688,0.165625,unmatched,4383
18467629_1_jpg.rf.0430a0c523769a81ee00e24abaf8d022,train,1,open_eye,0.165625,0.121875,0.020185546874999998,1.358974358974359,0.409375,0.334375,0.165625,unmatched,4383
18467629_1_jpg.rf.3da9fd1d03ebec62c365383a74fbd6a5,train,1,open_eye,0.114062,0.117188,0.013366697656,0.973324913813701,0.695312,0.692187,0.121875,unmatched,4384
18467629_1_jpg.rf.3da9fd1d03ebec62c365383a74fbd6a5,train,1,open_eye,0.121875,0.165625,0.020185546874999998,0.7358490566037736,0.665625,0.409375,0.121875,unmatched,4384
184_jpg.rf.004c9de282eed8e00a2df33a5efd06fb,train,2,yawning,0.660937,0.351562,0.232360333594,1.8800012515573357,0.539844,0.51875,0.0,bare_numeric,4385
184_jpg.rf.38009c1084f96742e94ee42fcf964634,train,2,yawning,0.615625,0.995313,0.612739565625,0.618524022091543,0.529687,0.502344,0.0,bare_numeric,4397
184_jpg.rf.7b7758dea21c41deb8449e2156975491,train,2,yawning,0.660937,0.351562,0.232360333594,1.8800012515573357,0.539844,0.51875,0.0,bare_numeric,4398
184_jpg.rf.813c2a549ed3a7700f92a35b7e572e31,train,2,yawning,0.660937,0.351562,0.232360333594,1.8800012515573357,0.539844,0.51875,0.0,bare_numeric,4389
184_jpg.rf.8435763e861ec5702adb6b775430d9eb,train,2,yawning,0.350781,0.660937,0.231844141797,0.5307328837695575,0.51875,0.460156,0.0,bare_numeric,4391
184_jpg.rf.a99235e18973621ae0b92fcff437ff8f,train,2,yawning,0.350781,0.660937,0.231844141797,0.5307328837695575,0.51875,0.460156,0.0,bare_numeric,4391
184_jpg.rf.b92ef63d7e06ed10f86abe169ea00f9c,train,2,yawning,0.946875,0.59375,0.56220703125,1.5947368421052632,0.473438,0.464062,0.0,bare_numeric,4393
184_jpg.rf.cb3fc2adf83f99b2a93285e0b2ba097c,train,2,yawning,0.660937,0.351562,0.232360333594,1.8800012515573357,0.539844,0.51875,0.0,bare_numeric,4394
184_jpg.rf.d8a4692fbd85c46d91eda6d119cbd300,train,2,yawning,0.350781,0.660937,0.231844141797,0.5307328837695575,0.51875,0.460156,0.0,bare_numeric,4399
184_jpg.rf.e77fc40dc3342fdae13084d8b778a974,train,2,yawning,0.571875,0.91875,0.52541015625,0.6224489795918368,0.517969,0.540625,0.0,bare_numeric,4397
184_jpg.rf.f951bca44ade31b74ebd8684b315312c,train,2,yawning,0.660937,0.351562,0.232360333594,1.8800012515573357,0.539844,0.51875,0.0,bare_numeric,4398
184_jpg.rf.fb18611e7aa3a7b7fd1c46445bd0d756,train,2,yawning,0.35,0.660937,0.23132794999999998,0.5295512280292978,0.51875,0.460156,0.0,bare_numeric,4399
185377791_1_jpg.rf.093c9ae96b9da31082c747e781461776,train,1,open_eye,0.117188,0.057813,0.0067749898440000005,2.0270181447079376,0.611719,0.421875,0.123438,unmatched,4401
185377791_1_jpg.rf.093c9ae96b9da31082c747e781461776,train,1,open_eye,0.123438,0.05,0.006171900000000001,2.46876,0.322656,0.453125,0.123438,unmatched,4401
185377791_1_jpg.rf.0b59ae12451d7ad04456e84383c30424,train,1,open_eye,0.117188,0.057813,0.0067749898440000005,2.0270181447079376,0.611719,0.421875,0.123438,unmatched,4401
185377791_1_jpg.rf.0b59ae12451d7ad04456e84383c30424,train,1,open_eye,0.123438,0.05,0.006171900000000001,2.46876,0.322656,0.453125,0.123438,unmatched,4401
185377791_1_jpg.rf.96fd2d697b7c583b47480cdff4fd4849,train,1,open_eye,0.057813,0.117188,0.0067749898440000005,0.49333549510188757,0.578125,0.611719,0.057813,unmatched,4402
185377791_1_jpg.rf.96fd2d697b7c583b47480cdff4fd4849,train,1,open_eye,0.05,0.123438,0.006171900000000001,0.4050616503831883,0.546875,0.322656,0.057813,unmatched,4402
185577937_1_jpg.rf.0b6256835815e99b1db69c743eca0d0f,train,1,open_eye,0.117188,0.039062,0.004577597656,3.0000512006553683,0.640625,0.396094,0.121875,unmatched,4404
185577937_1_jpg.rf.0b6256835815e99b1db69c743eca0d0f,train,1,open_eye,0.121875,0.046875,0.005712890625,2.6,0.890625,0.397656,0.121875,unmatched,4404
185577937_1_jpg.rf.2c7024d3d9af55458adb0855a016027b,train,1,open_eye,0.117188,0.039062,0.004577597656,3.0000512006553683,0.640625,0.396094,0.121875,unmatched,4404
185577937_1_jpg.rf.2c7024d3d9af55458adb0855a016027b,train,1,open_eye,0.121875,0.046875,0.005712890625,2.6,0.890625,0.397656,0.121875,unmatched,4404
185577937_1_jpg.rf.c6a97f463ebfbf8388c836ec7862ce2a,train,1,open_eye,0.039062,0.117188,0.004577597656,0.33332764446871693,0.396094,0.359375,0.046875,unmatched,4405
185577937_1_jpg.rf.c6a97f463ebfbf8388c836ec7862ce2a,train,1,open_eye,0.046875,0.121875,0.005712890625,0.38461538461538464,0.397656,0.109375,0.046875,unmatched,4405
185_jpg.rf.09b020b0277b1d84ce7d844ffa45e240,train,1,open_eye,0.145313,0.13125,0.01907233125,1.1071466666666665,0.378125,0.352344,0.145313,bare_numeric,4406
185_jpg.rf.09b020b0277b1d84ce7d844ffa45e240,train,1,open_eye,0.075,0.109375,0.008203125,0.6857142857142857,0.626563,0.344531,0.145313,bare_numeric,4406
185_jpg.rf.32f9ec6c1c6aa4c941411394faa1adab,train,1,open_eye,0.060937,0.06875,0.00418941875,0.8863563636363635,0.436719,0.559375,0.060937,bare_numeric,25983
185_jpg.rf.32f9ec6c1c6aa4c941411394faa1adab,train,1,open_eye,0.051562,0.035937,0.0018529835939999997,1.4347886579291538,0.433594,0.442188,0.060937,bare_numeric,25983
185_jpg.rf.59332e3e84b851904c2d3944b1337bb8,train,1,open_eye,0.060937,0.06875,0.00418941875,0.8863563636363635,0.563281,0.440625,0.060937,bare_numeric,30470
185_jpg.rf.59332e3e84b851904c2d3944b1337bb8,train,1,open_eye,0.051562,0.035937,0.0018529835939999997,1.4347886579291538,0.566406,0.557813,0.060937,bare_numeric,30470
185_jpg.rf.ac4e98280e844cfcf2d55c27cebdc2ce,train,1,open_eye,0.06875,0.060937,0.00418941875,1.128214385348803,0.440625,0.436719,0.06875,bare_numeric,30469
185_jpg.rf.ac4e98280e844cfcf2d55c27cebdc2ce,train,1,open_eye,0.035937,0.051562,0.0018529835939999997,0.6969667584655366,0.557813,0.433594,0.06875,bare_numeric,30469
185_jpg.rf.df5c366290730df91f78b31eafc941d6,train,1,open_eye,0.15,0.134375,0.020156249999999997,1.1162790697674418,0.3875,0.407031,0.15,bare_numeric,4410
185_jpg.rf.df5c366290730df91f78b31eafc941d6,train,1,open_eye,0.078125,0.114062,0.00891109375,0.6849345093019586,0.644531,0.399219,0.15,bare_numeric,4410
1862_jpg.rf.b89a2144c141c6e193fcbe2f6b79262c,train,1,open_eye,0.04375,0.046875,0.0020507812499999997,0.9333333333333332,0.714063,0.404687,0.065625,bare_numeric,4417
1862_jpg.rf.b89a2144c141c6e193fcbe2f6b79262c,train,1,open_eye,0.065625,0.045312,0.0029736,1.448291843220339,0.609375,0.432031,0.065625,bare_numeric,4417
1862_jpg.rf.be406742eaf23902f63a3c4b5d15da6d,train,1,open_eye,0.046875,0.04375,0.0020507812499999997,1.0714285714285714,0.595313,0.714063,0.046875,bare_numeric,4412
1862_jpg.rf.be406742eaf23902f63a3c4b5d15da6d,train,1,open_eye,0.045312,0.065625,0.0029736,0.6904685714285713,0.567969,0.609375,0.046875,bare_numeric,4412
1862_jpg.rf.c32de061f3182a9463eebbff1fe75278,train,1,open_eye,0.046875,0.04375,0.0020507812499999997,1.0714285714285714,0.404687,0.285938,0.046875,bare_numeric,4420
1862_jpg.rf.c32de061f3182a9463eebbff1fe75278,train,1,open_eye,0.045312,0.065625,0.0029736,0.6904685714285713,0.432031,0.390625,0.046875,bare_numeric,4420
1863_jpg.rf.83cd9fdf8cf1f469b95b04fac41d96c6,train,1,open_eye,0.160156,0.107031,0.017141656836,1.4963515243247283,0.725781,0.396094,0.160156,bare_numeric,4418
1863_jpg.rf.83cd9fdf8cf1f469b95b04fac41d96c6,train,1,open_eye,0.084375,0.113281,0.009558084375000001,0.7448292299679558,0.940625,0.348438,0.160156,bare_numeric,4418
1864_jpg.rf.01012fb9ccbc4f7558ff2aff4570f7ce,train,1,open_eye,0.035937,0.045312,0.0016283773439999998,0.7931011652542372,0.738281,0.424219,0.065625,bare_numeric,45493
1864_jpg.rf.01012fb9ccbc4f7558ff2aff4570f7ce,train,1,open_eye,0.065625,0.04375,0.00287109375,1.5000000000000002,0.63125,0.442969,0.065625,bare_numeric,45493
1864_jpg.rf.7832870d9cbaba8055c40035764a04af,train,1,open_eye,0.134375,0.153125,0.020576171875,0.8775510204081631,0.59375,0.228125,0.134375,bare_numeric,4426
1864_jpg.rf.7832870d9cbaba8055c40035764a04af,train,1,open_eye,0.117188,0.06875,0.008056675000000001,1.7045527272727272,0.632031,0.034375,0.134375,bare_numeric,4426
1864_jpg.rf.d224bfe280a521db444a4dd26c36ab92,train,1,open_eye,0.135937,0.153125,0.020815353125,0.8877518367346938,0.607031,0.225,0.135937,bare_numeric,4426
1864_jpg.rf.d224bfe280a521db444a4dd26c36ab92,train,1,open_eye,0.117188,0.0625,0.00732425,1.875008,0.645312,0.03125,0.135937,bare_numeric,4426
1866_jpg.rf.dcda8709cd647d77a49c02285273cd91,train,1,open_eye,0.130469,0.096875,0.012639184375000001,1.3467767741935484,0.910156,0.321094,0.130469,bare_numeric,4427
186_jpg.rf.0ebaab0f18bdb5aa580b8f50114574da,train,1,open_eye,0.139844,0.11875,0.016606475,1.1776336842105264,0.414844,0.361719,0.139844,bare_numeric,4428
186_jpg.rf.0ebaab0f18bdb5aa580b8f50114574da,train,1,open_eye,0.085156,0.11875,0.010112274999999999,0.7171031578947369,0.629687,0.350781,0.139844,bare_numeric,4428
186_jpg.rf.54b509aecc4c4f37d554a5cfed33e40b,train,2,yawning,1.0,0.590625,0.590625,1.6931216931216932,0.5,0.564844,0.0,bare_numeric,4431
186_jpg.rf.81a373c8160c37f1200e80278bbf9754,train,2,yawning,1.0,0.598437,0.598437,1.6710196729146092,0.5,0.5625,0.0,bare_numeric,4433
186_jpg.rf.c0d0d4ddf9eb5d44fe48311e080c9048,train,2,yawning,1.0,0.61875,0.61875,1.6161616161616161,0.5,0.476562,0.0,bare_numeric,4435
1870_jpg.rf.0656ade6bc4ab83c5a336e731b90197c,train,1,open_eye,0.153906,0.107031,0.016472713086,1.4379572273453485,0.760938,0.363281,0.153906,bare_numeric,12758
1870_jpg.rf.0656ade6bc4ab83c5a336e731b90197c,train,1,open_eye,0.059375,0.1125,0.0066796875,0.5277777777777778,0.970313,0.34375,0.153906,bare_numeric,12758
1878_jpg.rf.9cd0e7797f35bd35eca500ac210bfb48,train,1,open_eye,0.164844,0.107031,0.017643418164,1.5401519186030215,0.788281,0.330469,0.164844,bare_numeric,4438
1878_jpg.rf.9cd0e7797f35bd35eca500ac210bfb48,train,1,open_eye,0.040625,0.116406,0.00472899375,0.34899403810800134,0.979688,0.303906,0.164844,bare_numeric,4438
