original_path,new_path,split,source,class_ids,keep_or_remove,reason_code,confidence,visual_group_id,session_id
C:\ssd projects\nano big\data\Dataset-Main\images\train\334_jpg.rf.0059d3fdcac911f4b5d2524627487414.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\334_jpg.rf.0059d3fdcac911f4b5d2524627487414.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6721,
C:\ssd projects\nano big\data\Dataset-Main\images\train\334_jpg.rf.0afe08e0b2649d3ac3e54490e1a0df6f.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,30811,
C:\ssd projects\nano big\data\Dataset-Main\images\train\334_jpg.rf.11c7d3c816e2dfa70739339ae05defa9.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,12698,
C:\ssd projects\nano big\data\Dataset-Main\images\train\334_jpg.rf.335a875ddb85d21e5c88268227f23d09.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\334_jpg.rf.335a875ddb85d21e5c88268227f23d09.jpg,train,bare_numeric,2,KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,6730,
C:\ssd projects\nano big\data\Dataset-Main\images\train\334_jpg.rf.4217cbab8e41a071e36fce69d85ee543.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\334_jpg.rf.4217cbab8e41a071e36fce69d85ee543.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6725,
C:\ssd projects\nano big\data\Dataset-Main\images\train\334_jpg.rf.4e001e3327d69aefb0e47e1ea4506607.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\334_jpg.rf.4e001e3327d69aefb0e47e1ea4506607.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6726,
C:\ssd projects\nano big\data\Dataset-Main\images\train\334_jpg.rf.5cc36457942e48bbeaedb7255cf7e6e5.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6730,
C:\ssd projects\nano big\data\Dataset-Main\images\train\334_jpg.rf.7c0ccedf007c125c0c602e32884ca9f8.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\334_jpg.rf.7c0ccedf007c125c0c602e32884ca9f8.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6728,
C:\ssd projects\nano big\data\Dataset-Main\images\train\334_jpg.rf.8e360f5e8477cec05af033682f4f9dd5.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\334_jpg.rf.8e360f5e8477cec05af033682f4f9dd5.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6729,
C:\ssd projects\nano big\data\Dataset-Main\images\train\334_jpg.rf.b362c359cc2f35a0933dfb3496204564.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6730,
C:\ssd projects\nano big\data\Dataset-Main\images\train\334_jpg.rf.c599b38de9572095d5e0dbf7b5f8ca6b.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,12698,
C:\ssd projects\nano big\data\Dataset-Main\images\train\334_jpg.rf.d01138b0e97f9565de237d29d4394e4c.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\334_jpg.rf.d01138b0e97f9565de237d29d4394e4c.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6732,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.0c4a40a55d8df739ef8fcb46a3da6954.jpg,,train,bare_numeric,1,REMOVE,DUPLICATE_NEAR,HIGH,26160,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.0f469ac192eeb34dd5eb164f2bb984bc.jpg,,train,bare_numeric,1,REMOVE,DUPLICATE_NEAR,HIGH,6734,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.1329201230f66e2206e9a4e666423c68.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,33329,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.134e6c74f90932c689596b1242027bc3.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\336_jpg.rf.134e6c74f90932c689596b1242027bc3.jpg,train,bare_numeric,"1,2",KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,26165,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.22580403de01d680910523cfc8317988.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\336_jpg.rf.22580403de01d680910523cfc8317988.jpg,train,bare_numeric,"1,2",KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,26160,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.2428b76b878c3ddd4144abd122e64e90.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,33329,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.435bad71fe1790467cf44fb463686560.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\336_jpg.rf.435bad71fe1790467cf44fb463686560.jpg,train,bare_numeric,2,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,6751,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.5a8958c6ca23c260b3e58907de1be6da.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,33329,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.5ffaa2e4f68d2bfaa1dffc6e4a0e2a3a.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\336_jpg.rf.5ffaa2e4f68d2bfaa1dffc6e4a0e2a3a.jpg,train,bare_numeric,1,KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,6747,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.6658dea0b3e6db652a34f2283f1a43d7.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,33329,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.696835399847a3ba005ba177e9dc9c5e.jpg,,train,bare_numeric,1,REMOVE,DUPLICATE_NEAR,HIGH,6747,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.78eecda0f3e25dfa66efaa8c45a9f173.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\336_jpg.rf.78eecda0f3e25dfa66efaa8c45a9f173.jpg,train,bare_numeric,"1,2",KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,6734,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.7b7532ccad801089ae788a3fde0276ea.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\336_jpg.rf.7b7532ccad801089ae788a3fde0276ea.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,6745,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.821e228935856763f9fb8941ca205459.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,33329,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.886674a342d6a10eae93fc2e14e53f6b.jpg,,train,bare_numeric,1,REMOVE,DUPLICATE_NEAR,HIGH,6747,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.b9922ad460826ccb72c1461f25184d84.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\336_jpg.rf.b9922ad460826ccb72c1461f25184d84.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,6748,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.b9e721bc4191f793e661d67560eb223f.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\336_jpg.rf.b9e721bc4191f793e661d67560eb223f.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6749,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.c11cae219b976767b780d2056eac03ca.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\336_jpg.rf.c11cae219b976767b780d2056eac03ca.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,6750,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.d86565002d28cade6041abd59b3cee95.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\336_jpg.rf.d86565002d28cade6041abd59b3cee95.jpg,train,bare_numeric,2,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,6751,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.e9d1aecda710efc08f7fbb77a270917a.jpg,,train,bare_numeric,1,REMOVE,DUPLICATE_NEAR,HIGH,6734,
C:\ssd projects\nano big\data\Dataset-Main\images\train\336_jpg.rf.fa89bc37997477149ac1a8ad9addc7b1.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,33329,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.01f4de30d7b17f3eea1e2a7960fdbd08.jpg,,train,bare_numeric,1,REMOVE,DUPLICATE_NEAR,HIGH,26165,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.1181cb4fd0e808e19f28150d72b54d24.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\337_jpg.rf.1181cb4fd0e808e19f28150d72b54d24.jpg,train,bare_numeric,2,KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,6770,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.1d110dc220270ac4ec6b18fe86d5b6cc.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\337_jpg.rf.1d110dc220270ac4ec6b18fe86d5b6cc.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6756,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.214cc1852bd0659cf3aaca2025e95e7e.jpg,,train,bare_numeric,"1,2",REMOVE,DUPLICATE_NEAR,HIGH,26160,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.37c84ed6239141da3e7263f546088963.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\337_jpg.rf.37c84ed6239141da3e7263f546088963.jpg,train,bare_numeric,1,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,6758,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.5160918c46fc326d7dcd42e4f174d1f0.jpg,,train,bare_numeric,"1,2",REMOVE,DUPLICATE_NEAR,HIGH,6734,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.567aafa86c7f8e7d520c03085543ba3f.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6770,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.6130ad0de92750286f3c1b2f00fc1fe0.jpg,,train,bare_numeric,1,REMOVE,DUPLICATE_NEAR,HIGH,26165,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.683751880035896476774bbf77437658.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6770,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.7db10c94fdc56eda8f90e2f19f35a298.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\337_jpg.rf.7db10c94fdc56eda8f90e2f19f35a298.jpg,train,bare_numeric,2,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,6764,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.8003f8de4ecf1d1f752ca0d69ae21c3b.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\337_jpg.rf.8003f8de4ecf1d1f752ca0d69ae21c3b.jpg,train,bare_numeric,2,KEEP,NEARDUP_SMALL_CLUSTER_KEPT,MEDIUM,6764,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.ad100339a8a30a59572ac1791d248660.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\337_jpg.rf.ad100339a8a30a59572ac1791d248660.jpg,train,bare_numeric,1,KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,6765,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.b4b12705ed0f2494f74964fd1fa288ce.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6770,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.b966c11b671ef1c1945cef2cf6bdb7b9.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\337_jpg.rf.b966c11b671ef1c1945cef2cf6bdb7b9.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,6767,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.d73081bb105ecaad1e53d8b76f549ef1.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6770,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.e1bfa61cfe993b42f6ac4b782a8f4824.jpg,,train,bare_numeric,"1,2",REMOVE,DUPLICATE_NEAR,HIGH,26165,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.e2cd61c8495dddb9598ac745a7d18da7.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6770,
C:\ssd projects\nano big\data\Dataset-Main\images\train\337_jpg.rf.ed10410ec0fdf6299d15e0b308a33aa8.jpg,,train,bare_numeric,1,REMOVE,DUPLICATE_NEAR,HIGH,6734,
C:\ssd projects\nano big\data\Dataset-Main\images\train\338_jpg.rf.1e93058d36d96ff0d52c212f9f7184a6.jpg,,train,bare_numeric,"1,2",REMOVE,DUPLICATE_NEAR,HIGH,6734,
C:\ssd projects\nano big\data\Dataset-Main\images\train\338_jpg.rf.2b4c2d0f5124037df7f906a7939483d8.jpg,,train,bare_numeric,1,REMOVE,DUPLICATE_NEAR,HIGH,6734,
C:\ssd projects\nano big\data\Dataset-Main\images\train\338_jpg.rf.404565bac71bbd75f2ba4cbe2e41fc09.jpg,,train,bare_numeric,"1,2",REMOVE,DUPLICATE_NEAR,HIGH,26165,
C:\ssd projects\nano big\data\Dataset-Main\images\train\338_jpg.rf.7609e95c7db5ab4b7933423a8e3cb466.jpg,,train,bare_numeric,"1,2",REMOVE,DUPLICATE_NEAR,HIGH,6734,
C:\ssd projects\nano big\data\Dataset-Main\images\train\338_jpg.rf.aa71274470d9f527e751ffa31137b941.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\338_jpg.rf.aa71274470d9f527e751ffa31137b941.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,6776,
C:\ssd projects\nano big\data\Dataset-Main\images\train\338_jpg.rf.b8c5f2168076dc7a77bcc749ea396c53.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\338_jpg.rf.b8c5f2168076dc7a77bcc749ea396c53.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,6777,
C:\ssd projects\nano big\data\Dataset-Main\images\train\338_jpg.rf.c486493ce9dde5457124101361b48450.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\338_jpg.rf.c486493ce9dde5457124101361b48450.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,6778,
C:\ssd projects\nano big\data\Dataset-Main\images\train\338_jpg.rf.c9e6e98ce7fc89c724c53e03f9816c37.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\338_jpg.rf.c9e6e98ce7fc89c724c53e03f9816c37.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,6779,
C:\ssd projects\nano big\data\Dataset-Main\images\train\339_jpg.rf.9e73b220dd29e958c725ad32ea451166.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,30820,
C:\ssd projects\nano big\data\Dataset-Main\images\train\339_jpg.rf.d8291283696e90e7caeedeb8cf46c0be.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,26786,
C:\ssd projects\nano big\data\Dataset-Main\images\train\339_jpg.rf.e979d5a52fc15b9238a364c175424e99.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,30820,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.0167c4d7e6b499f409346e24767b6102.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,3682,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.18e9392587e4a12fdee156434fde453a.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\33_jpg.rf.18e9392587e4a12fdee156434fde453a.jpg,train,bare_numeric,0,KEEP,UNIQUE,HIGH,6784,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.1acd3c7b56eadff07fd005d6b1474e6f.jpg,,train,bare_numeric,"1,2",REMOVE,DUPLICATE_NEAR,HIGH,30830,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.1d6a36bbc2e00dcbd17efb50e7e96403.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\33_jpg.rf.1d6a36bbc2e00dcbd17efb50e7e96403.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6786,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.378a460e126a6545449ab2731cfb529f.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\33_jpg.rf.378a460e126a6545449ab2731cfb529f.jpg,train,bare_numeric,0,KEEP,UNIQUE,HIGH,6787,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.3e1305499f5f4e95d5af5d71363c2554.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\33_jpg.rf.3e1305499f5f4e95d5af5d71363c2554.jpg,train,bare_numeric,0,KEEP,UNIQUE,HIGH,6788,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.3f5cef8c7781329def398ed911518fba.jpg,,train,bare_numeric,"1,2",REMOVE,DUPLICATE_NEAR,HIGH,30702,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.5d8723a0d13fb705a448361e33474e85.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,30702,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.735067eb3a234398ef36fba0c71daadd.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,30863,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.78a9fa1fa14020dcb84c38ac8e8f9577.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,30702,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.b3c610949651a84bd226a04f69a6b381.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,30378,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.e0550e87da466b45146dac6c04c35b39.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,30378,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.f0d3294e566fde25e23e9a87206e0aee.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\33_jpg.rf.f0d3294e566fde25e23e9a87206e0aee.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6795,
C:\ssd projects\nano big\data\Dataset-Main\images\train\33_jpg.rf.f0f1c63f21a30b6228f4d8987711a0c9.jpg,,train,bare_numeric,"1,2",REMOVE,DUPLICATE_NEAR,HIGH,30702,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.04f153d73ed7b366fd18e654aa4892f0.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\340_jpg.rf.04f153d73ed7b366fd18e654aa4892f0.jpg,train,bare_numeric,2,KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,6804,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.3635e6ab3fb9e9c24ecab682a63805df.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6804,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.47fb2d55ce63105bef05fb301ceabdfd.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\340_jpg.rf.47fb2d55ce63105bef05fb301ceabdfd.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,6799,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.526883ef9f0e82e76ee3502613114d02.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\340_jpg.rf.526883ef9f0e82e76ee3502613114d02.jpg,train,bare_numeric,2,KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,6805,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.5c71b30156e68846ac059fc01affc81c.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,26786,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.7a622d2d66d9b1a86c9ae0fa7a85893d.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6805,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.b7198e2ebd0c61e00bc50b07e351293c.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\340_jpg.rf.b7198e2ebd0c61e00bc50b07e351293c.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6803,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.b74733b31c11d1a4ac8374ea3c24c35b.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6804,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.c13130a9ae7542bfdbf9640b498e1174.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6805,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.cd9f2eac30c6436dcc690355f6542e9c.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6805,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.dc8a60c9b26391b27e7894cc6acfa671.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,30820,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.e4b6137e5884f54b87f246aaac1d63ad.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\340_jpg.rf.e4b6137e5884f54b87f246aaac1d63ad.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,6808,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.ea89e116907aa3eaae09e1766fb027b1.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6805,
C:\ssd projects\nano big\data\Dataset-Main\images\train\340_jpg.rf.fce5bf79a844d24be6e920bed52f5d57.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,26786,
C:\ssd projects\nano big\data\Dataset-Main\images\train\341_jpg.rf.0c851ff0ab292c8da8d3f2f066155db9.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,30823,
C:\ssd projects\nano big\data\Dataset-Main\images\train\341_jpg.rf.12e3f1dfb2515f0924cbb17689f25fbd.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\341_jpg.rf.12e3f1dfb2515f0924cbb17689f25fbd.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6812,
C:\ssd projects\nano big\data\Dataset-Main\images\train\341_jpg.rf.4965acf57c411ff5d312a84a50779ef2.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\341_jpg.rf.4965acf57c411ff5d312a84a50779ef2.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,6813,
C:\ssd projects\nano big\data\Dataset-Main\images\train\341_jpg.rf.7047159b3b2aac88a9701ea5b740e73b.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\341_jpg.rf.7047159b3b2aac88a9701ea5b740e73b.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6814,
C:\ssd projects\nano big\data\Dataset-Main\images\train\341_jpg.rf.86990de1919d24f625e269ba8c56104e.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\341_jpg.rf.86990de1919d24f625e269ba8c56104e.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,6815,
C:\ssd projects\nano big\data\Dataset-Main\images\train\341_jpg.rf.a7f8372fb71f8281da8737a8f1147009.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,30820,
C:\ssd projects\nano big\data\Dataset-Main\images\train\341_jpg.rf.d4434af2734364d426dc6f7d5af1988b.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\341_jpg.rf.d4434af2734364d426dc6f7d5af1988b.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6817,
C:\ssd projects\nano big\data\Dataset-Main\images\train\341_jpg.rf.ef91436f3ac32e37f619e895fc6a074d.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,26786,
C:\ssd projects\nano big\data\Dataset-Main\images\train\341_jpg.rf.f0d02f1d6880353bcd136d4f0c47d2d9.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\341_jpg.rf.f0d02f1d6880353bcd136d4f0c47d2d9.jpg,train,bare_numeric,1,KEEP,UNIQUE,HIGH,6819,
C:\ssd projects\nano big\data\Dataset-Main\images\train\342_jpg.rf.1e50aebf6f26fe221ab81ee510d69a82.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\342_jpg.rf.1e50aebf6f26fe221ab81ee510d69a82.jpg,train,bare_numeric,2,KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,6826,
C:\ssd projects\nano big\data\Dataset-Main\images\train\342_jpg.rf.2918caf75df87f651750dc2f9c1536df.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\342_jpg.rf.2918caf75df87f651750dc2f9c1536df.jpg,train,bare_numeric,2,KEEP,NEARDUP_CLUSTER_REPRESENTATIVE,HIGH,6823,
C:\ssd projects\nano big\data\Dataset-Main\images\train\342_jpg.rf.7ca1d9a4bfddfdb83a8e4ecfdc94e63e.jpg,C:\ssd projects\nano big\data\Dataset-Curated\images\train\342_jpg.rf.7ca1d9a4bfddfdb83a8e4ecfdc94e63e.jpg,train,bare_numeric,2,KEEP,UNIQUE,HIGH,6822,
C:\ssd projects\nano big\data\Dataset-Main\images\train\342_jpg.rf.8ddf81994e1e9cb53f2ef882a6ef347c.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6823,
C:\ssd projects\nano big\data\Dataset-Main\images\train\342_jpg.rf.961851f86aeba5d7b622ae294d79d9b5.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6823,
C:\ssd projects\nano big\data\Dataset-Main\images\train\342_jpg.rf.9c9e210b8fdc35307a3cbad331194cb8.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6826,
C:\ssd projects\nano big\data\Dataset-Main\images\train\342_jpg.rf.a8fed1a49cc9e32fc7bb3d60a4273df7.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6826,
C:\ssd projects\nano big\data\Dataset-Main\images\train\342_jpg.rf.df1a538e2590de8c7949b229873f865a.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6823,
C:\ssd projects\nano big\data\Dataset-Main\images\train\342_jpg.rf.e37c594d93e89b6e1c36fa649da175cf.jpg,,train,bare_numeric,2,REMOVE,DUPLICATE_NEAR,HIGH,6823,
