image_id,source_dataset,original_path,subject_id,video_id,session_id,split,visual_group_id,class_count,classes_present,n_closed,n_open,n_yawn,image_width,image_height,max_eye_box_width,quality_status,annotation_status,lighting_condition,gray_flag,brightness,blur_var,blur_status,glasses_status,reason_code,reason,decision
000001_jpg.rf.1ebaf589306e69967f1640ae414e577f,bare_numeric,C:\mini_yolo\dataset\images\train\000001_jpg.rf.1ebaf589306e69967f1640ae414e577f.jpg,unknown,unknown,unknown,train,24716,1,open_eye,0,1,0,640,640,0.7734,ok,over_tau,normal_daylight,rgb,103.07,475.96,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_368_jpg.rf.0f691c55404ba8ff53970ee2ac07f22a,bare_numeric,C:\mini_yolo\dataset\images\train\_368_jpg.rf.0f691c55404ba8ff53970ee2ac07f22a.jpg,unknown,unknown,unknown,train,15744,1,open_eye,0,1,0,640,640,0.5031,ok,over_tau,low_light,rgb,60.89,19604.58,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_368_jpg.rf.214c3f9440723205a54a273498fe2f23,bare_numeric,C:\mini_yolo\dataset\images\train\_368_jpg.rf.214c3f9440723205a54a273498fe2f23.jpg,unknown,unknown,unknown,train,15737,1,open_eye,0,1,0,640,640,0.3953,ok,eye_scale,night_or_very_low_light,rgb,59.79,13496.75,unknown,unknown,A,eye boxes at eye scale; deployment-relevant framing,KEEP
_368_jpg.rf.4bf4126e892801bd71a44401a638474f,bare_numeric,C:\mini_yolo\dataset\images\train\_368_jpg.rf.4bf4126e892801bd71a44401a638474f.jpg,unknown,unknown,unknown,train,15738,1,open_eye,0,1,0,640,640,0.8891,ok,over_tau,night_or_very_low_light,rgb,37.06,14.39,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_368_jpg.rf.59263de77e32da84a7338eec5319dd8b,bare_numeric,C:\mini_yolo\dataset\images\train\_368_jpg.rf.59263de77e32da84a7338eec5319dd8b.jpg,unknown,unknown,unknown,train,28939,1,open_eye,0,1,0,640,640,0.8133,ok,over_tau,night_or_very_low_light,rgb,57.8,4.95,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_368_jpg.rf.9cfbce8caaa695e0a454a3842d0838d7,bare_numeric,C:\mini_yolo\dataset\images\train\_368_jpg.rf.9cfbce8caaa695e0a454a3842d0838d7.jpg,unknown,unknown,unknown,train,15742,1,open_eye,0,1,0,640,640,0.8703,ok,over_tau,night_or_very_low_light,rgb,36.46,21.86,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_368_jpg.rf.c08bb704cca06d48a3eada60eeeb28f6,bare_numeric,C:\mini_yolo\dataset\images\train\_368_jpg.rf.c08bb704cca06d48a3eada60eeeb28f6.jpg,unknown,unknown,unknown,train,15743,1,open_eye,0,1,0,640,640,0.8703,ok,over_tau,night_or_very_low_light,rgb,36.61,14.42,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_368_jpg.rf.cc95ec7eb893c0bf02b5909b55f16ae5,bare_numeric,C:\mini_yolo\dataset\images\train\_368_jpg.rf.cc95ec7eb893c0bf02b5909b55f16ae5.jpg,unknown,unknown,unknown,train,15744,1,open_eye,0,1,0,640,640,0.3953,ok,eye_scale,night_or_very_low_light,rgb,59.39,11127.0,unknown,unknown,A,eye boxes at eye scale; deployment-relevant framing,KEEP
_369_jpg.rf.0b34484875fb20a8911dabd928e0b6e4,bare_numeric,C:\mini_yolo\dataset\images\train\_369_jpg.rf.0b34484875fb20a8911dabd928e0b6e4.jpg,unknown,unknown,unknown,train,15745,1,open_eye,0,1,0,640,640,0.7203,ok,over_tau,night_or_very_low_light,rgb,32.14,18.8,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_369_jpg.rf.28047306fd42351b0ded75e836fd3b55,bare_numeric,C:\mini_yolo\dataset\images\train\_369_jpg.rf.28047306fd42351b0ded75e836fd3b55.jpg,unknown,unknown,unknown,train,15748,1,open_eye,0,1,0,640,640,0.4938,ok,over_tau,night_or_very_low_light,rgb,52.81,5005.59,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_369_jpg.rf.2fbd8c515253a957eb4e61616bead4fc,bare_numeric,C:\mini_yolo\dataset\images\train\_369_jpg.rf.2fbd8c515253a957eb4e61616bead4fc.jpg,unknown,unknown,unknown,train,15747,1,open_eye,0,1,0,640,640,0.7406,ok,over_tau,night_or_very_low_light,rgb,32.53,17.33,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_369_jpg.rf.37f100aacb27d1679916fbd6308e5511,bare_numeric,C:\mini_yolo\dataset\images\train\_369_jpg.rf.37f100aacb27d1679916fbd6308e5511.jpg,unknown,unknown,unknown,train,15748,1,open_eye,0,1,0,640,640,0.4047,ok,over_tau,night_or_very_low_light,rgb,52.61,3805.76,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_369_jpg.rf.4c4b4379ee3b65fd62ecb9949c062218,bare_numeric,C:\mini_yolo\dataset\images\train\_369_jpg.rf.4c4b4379ee3b65fd62ecb9949c062218.jpg,unknown,unknown,unknown,train,15752,1,open_eye,0,1,0,640,640,0.4047,ok,over_tau,night_or_very_low_light,rgb,54.92,17270.23,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_369_jpg.rf.781d82022a0f2df3820577f1afc03865,bare_numeric,C:\mini_yolo\dataset\images\train\_369_jpg.rf.781d82022a0f2df3820577f1afc03865.jpg,unknown,unknown,unknown,train,15750,1,open_eye,0,1,0,640,640,1.0,ok,over_tau,night_or_very_low_light,rgb,32.29,5.28,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_369_jpg.rf.a86671b1162d682ba2b8f677ce51e04d,bare_numeric,C:\mini_yolo\dataset\images\train\_369_jpg.rf.a86671b1162d682ba2b8f677ce51e04d.jpg,unknown,unknown,unknown,train,28942,1,open_eye,0,1,0,640,640,0.6453,ok,over_tau,night_or_very_low_light,rgb,52.16,5.77,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_369_jpg.rf.c7a7eb13a2a91452d505903c7fca4466,bare_numeric,C:\mini_yolo\dataset\images\train\_369_jpg.rf.c7a7eb13a2a91452d505903c7fca4466.jpg,unknown,unknown,unknown,train,15752,1,open_eye,0,1,0,640,640,0.4938,ok,over_tau,night_or_very_low_light,rgb,53.58,9646.84,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_36_jpg.rf.07eb7fdf1a53708a3e9a89ff7d1bfedd,bare_numeric,C:\mini_yolo\dataset\images\train\_36_jpg.rf.07eb7fdf1a53708a3e9a89ff7d1bfedd.jpg,unknown,unknown,unknown,train,15763,1,open_eye,0,1,0,640,640,0.8531,ok,over_tau,normal_daylight,rgb,175.28,13.91,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_36_jpg.rf.185e24fe2df0a3027ad071c964693d2b,bare_numeric,C:\mini_yolo\dataset\images\train\_36_jpg.rf.185e24fe2df0a3027ad071c964693d2b.jpg,unknown,unknown,unknown,train,15755,1,open_eye,0,1,0,640,640,1.0,ok,over_tau,normal_daylight,rgb,127.84,26.7,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_36_jpg.rf.52730bcb7b6b250347935c77f8075436,bare_numeric,C:\mini_yolo\dataset\images\train\_36_jpg.rf.52730bcb7b6b250347935c77f8075436.jpg,unknown,unknown,unknown,train,15757,1,open_eye,0,1,0,640,640,1.0,ok,over_tau,normal_daylight,rgb,121.15,241.21,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_36_jpg.rf.75a49b15be3fa4b9b294a1da26147da0,bare_numeric,C:\mini_yolo\dataset\images\train\_36_jpg.rf.75a49b15be3fa4b9b294a1da26147da0.jpg,unknown,unknown,unknown,train,15759,1,closed_eye,1,0,0,640,640,0.7125,ok,over_tau,normal_daylight,rgb,125.03,17.17,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_36_jpg.rf.8539b318092827f0dc127dbcbf8dc97f,bare_numeric,C:\mini_yolo\dataset\images\train\_36_jpg.rf.8539b318092827f0dc127dbcbf8dc97f.jpg,unknown,unknown,unknown,train,28943,1,open_eye,0,1,0,640,640,0.6375,ok,over_tau,normal_daylight,rgb,172.78,20581.18,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_36_jpg.rf.861798a261354e18bbb7a76707b34696,bare_numeric,C:\mini_yolo\dataset\images\train\_36_jpg.rf.861798a261354e18bbb7a76707b34696.jpg,unknown,unknown,unknown,train,15762,1,open_eye,0,1,0,640,640,1.0,ok,over_tau,normal_daylight,rgb,123.18,242.9,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_370_jpg.rf.15af7130ea7ad2b31617e2a770ed9c09,bare_numeric,C:\mini_yolo\dataset\images\train\_370_jpg.rf.15af7130ea7ad2b31617e2a770ed9c09.jpg,unknown,unknown,unknown,train,15764,1,closed_eye,1,0,0,640,640,1.0,ok,over_tau,night_or_very_low_light,rgb,25.41,0.82,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_370_jpg.rf.182fac7338fdede63848f6dce9da7ca1,bare_numeric,C:\mini_yolo\dataset\images\train\_370_jpg.rf.182fac7338fdede63848f6dce9da7ca1.jpg,unknown,unknown,unknown,train,15765,1,open_eye,0,1,0,640,640,1.0,ok,over_tau,low_light,rgb,66.65,12.56,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_370_jpg.rf.5b53112d33f8b16919f42f538cd1f58c,bare_numeric,C:\mini_yolo\dataset\images\train\_370_jpg.rf.5b53112d33f8b16919f42f538cd1f58c.jpg,unknown,unknown,unknown,train,15768,1,closed_eye,1,0,0,640,640,0.8688,ok,over_tau,night_or_very_low_light,rgb,27.79,5634.55,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_370_jpg.rf.6175968cb9a4049072312c016db99b75,bare_numeric,C:\mini_yolo\dataset\images\train\_370_jpg.rf.6175968cb9a4049072312c016db99b75.jpg,unknown,unknown,unknown,train,15767,1,closed_eye,1,0,0,640,640,1.0,ok,over_tau,night_or_very_low_light,rgb,24.76,2.48,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_370_jpg.rf.6ac8494b0c280d1c981c87d440302967,bare_numeric,C:\mini_yolo\dataset\images\train\_370_jpg.rf.6ac8494b0c280d1c981c87d440302967.jpg,unknown,unknown,unknown,train,15768,1,closed_eye,1,0,0,640,640,0.868,ok,over_tau,night_or_very_low_light,rgb,26.79,1.34,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_370_jpg.rf.7e6face6562e00a03c72c8063396d1a1,bare_numeric,C:\mini_yolo\dataset\images\train\_370_jpg.rf.7e6face6562e00a03c72c8063396d1a1.jpg,unknown,unknown,unknown,train,15769,1,closed_eye,1,0,0,640,640,1.0,ok,over_tau,night_or_very_low_light,rgb,25.17,0.79,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_370_jpg.rf.838d8a0b0f416013e7066a068b6e0d3e,bare_numeric,C:\mini_yolo\dataset\images\train\_370_jpg.rf.838d8a0b0f416013e7066a068b6e0d3e.jpg,unknown,unknown,unknown,train,15770,1,open_eye,0,1,0,640,640,0.7609,ok,over_tau,low_light,rgb,65.6,81.19,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_370_jpg.rf.c1cb34fd6e3735953e76331904baa135,bare_numeric,C:\mini_yolo\dataset\images\train\_370_jpg.rf.c1cb34fd6e3735953e76331904baa135.jpg,unknown,unknown,unknown,train,15771,1,open_eye,0,1,0,640,640,0.7891,ok,over_tau,low_light,rgb,64.81,76.67,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_371_jpg.rf.22d86e14bbf6f34551f249e206e65bbb,bare_numeric,C:\mini_yolo\dataset\images\train\_371_jpg.rf.22d86e14bbf6f34551f249e206e65bbb.jpg,unknown,unknown,unknown,train,15772,1,open_eye,0,1,0,640,640,1.0,ok,over_tau,low_light,rgb,71.76,11.07,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_371_jpg.rf.3fe8bf78a3b7501c08b4cb7f222b7e9c,bare_numeric,C:\mini_yolo\dataset\images\train\_371_jpg.rf.3fe8bf78a3b7501c08b4cb7f222b7e9c.jpg,unknown,unknown,unknown,train,15779,1,closed_eye,1,0,0,640,640,0.7719,ok,over_tau,low_light,rgb,73.8,7904.39,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_371_jpg.rf.681c4786dee68965c81bc2522aa5f676,bare_numeric,C:\mini_yolo\dataset\images\train\_371_jpg.rf.681c4786dee68965c81bc2522aa5f676.jpg,unknown,unknown,unknown,train,15775,1,closed_eye,1,0,0,640,640,0.4359,ok,over_tau,low_light,rgb,73.11,3422.74,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_371_jpg.rf.6f7d57c6b7a452b9e484297419f3246b,bare_numeric,C:\mini_yolo\dataset\images\train\_371_jpg.rf.6f7d57c6b7a452b9e484297419f3246b.jpg,unknown,unknown,unknown,train,15776,1,closed_eye,1,0,0,640,640,1.0,ok,over_tau,low_light,rgb,97.7,3.39,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_371_jpg.rf.9cabc2888e937d9c673c19431074bd19,bare_numeric,C:\mini_yolo\dataset\images\train\_371_jpg.rf.9cabc2888e937d9c673c19431074bd19.jpg,unknown,unknown,unknown,train,15777,1,open_eye,0,1,0,640,640,0.9039,ok,over_tau,normal_daylight,rgb,100.14,13.68,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_371_jpg.rf.afb75f93079a2d7c5d6972047ef0aedd,bare_numeric,C:\mini_yolo\dataset\images\train\_371_jpg.rf.afb75f93079a2d7c5d6972047ef0aedd.jpg,unknown,unknown,unknown,train,15778,1,closed_eye,1,0,0,640,640,1.0,ok,over_tau,normal_daylight,rgb,101.58,3.52,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_372_jpg.rf.156a9d20d95de5080a7d7d08fa3a160d,bare_numeric,C:\mini_yolo\dataset\images\train\_372_jpg.rf.156a9d20d95de5080a7d7d08fa3a160d.jpg,unknown,unknown,unknown,train,15797,1,open_eye,0,1,0,640,640,0.5687,ok,over_tau,normal_daylight,rgb,131.51,13.04,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_372_jpg.rf.3e68e74fca776e8e04cfa432245e821d,bare_numeric,C:\mini_yolo\dataset\images\train\_372_jpg.rf.3e68e74fca776e8e04cfa432245e821d.jpg,unknown,unknown,unknown,train,15784,1,open_eye,0,1,0,640,640,0.5437,ok,over_tau,normal_daylight,rgb,131.15,10119.18,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_372_jpg.rf.732784f158e29e36f9e67c621cb7b7ed,bare_numeric,C:\mini_yolo\dataset\images\train\_372_jpg.rf.732784f158e29e36f9e67c621cb7b7ed.jpg,unknown,unknown,unknown,train,15796,1,open_eye,0,1,0,640,640,0.3609,ok,eye_scale,normal_daylight,rgb,131.15,4270.34,unknown,unknown,A,eye boxes at eye scale; deployment-relevant framing,KEEP
_372_jpg.rf.95a5f3f50d439dddd32976f5e17190ad,bare_numeric,C:\mini_yolo\dataset\images\train\_372_jpg.rf.95a5f3f50d439dddd32976f5e17190ad.jpg,unknown,unknown,unknown,train,15786,1,open_eye,0,1,0,640,640,1.0,ok,over_tau,low_light,rgb,88.02,8.16,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_372_jpg.rf.b2b0e6e4d631bd4294651c7ac85aa77c,bare_numeric,C:\mini_yolo\dataset\images\train\_372_jpg.rf.b2b0e6e4d631bd4294651c7ac85aa77c.jpg,unknown,unknown,unknown,train,15787,1,open_eye,0,1,0,640,640,0.5906,ok,over_tau,low_light,rgb,88.5,50.95,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_372_jpg.rf.c74ab7116253c92c94a7843733bcecd1,bare_numeric,C:\mini_yolo\dataset\images\train\_372_jpg.rf.c74ab7116253c92c94a7843733bcecd1.jpg,unknown,unknown,unknown,train,15793,1,closed_eye,1,0,0,640,640,0.7133,ok,over_tau,normal_daylight,rgb,103.17,10.35,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_372_jpg.rf.cc6afa70d1722442c473e7140c4da2f6,bare_numeric,C:\mini_yolo\dataset\images\train\_372_jpg.rf.cc6afa70d1722442c473e7140c4da2f6.jpg,unknown,unknown,unknown,train,15791,1,open_eye,0,1,0,640,640,0.5781,ok,over_tau,low_light,rgb,87.63,46.03,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_372_jpg.rf.cce45108e4988c8e4e35715e1fb33ad9,bare_numeric,C:\mini_yolo\dataset\images\train\_372_jpg.rf.cce45108e4988c8e4e35715e1fb33ad9.jpg,unknown,unknown,unknown,train,15795,1,closed_eye,1,0,0,640,640,0.375,ok,eye_scale,normal_daylight,rgb,103.03,1254.2,unknown,unknown,A,eye boxes at eye scale; deployment-relevant framing,KEEP
_372_jpg.rf.d2d6af715817ec237a5aeec83c966233,bare_numeric,C:\mini_yolo\dataset\images\train\_372_jpg.rf.d2d6af715817ec237a5aeec83c966233.jpg,unknown,unknown,unknown,train,15793,1,closed_eye,1,0,0,640,640,0.6211,ok,over_tau,normal_daylight,rgb,103.17,10.35,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_372_jpg.rf.e7731d802722d616429c50a267fa524e,bare_numeric,C:\mini_yolo\dataset\images\train\_372_jpg.rf.e7731d802722d616429c50a267fa524e.jpg,unknown,unknown,unknown,train,15795,1,closed_eye,1,0,0,640,640,0.375,ok,eye_scale,normal_daylight,rgb,103.39,8039.48,unknown,unknown,A,eye boxes at eye scale; deployment-relevant framing,KEEP
_372_jpg.rf.f230153bd2a9bce59ff0dde1e6fdd9a6,bare_numeric,C:\mini_yolo\dataset\images\train\_372_jpg.rf.f230153bd2a9bce59ff0dde1e6fdd9a6.jpg,unknown,unknown,unknown,train,15797,1,open_eye,0,1,0,640,640,0.9508,ok,over_tau,normal_daylight,rgb,131.51,13.07,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_372_jpg.rf.ff206599b118b020fe99a2ba9a794c1b,bare_numeric,C:\mini_yolo\dataset\images\train\_372_jpg.rf.ff206599b118b020fe99a2ba9a794c1b.jpg,unknown,unknown,unknown,train,15798,1,closed_eye,1,0,0,640,640,1.0,ok,over_tau,low_light,rgb,96.65,10.62,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_373_jpg.rf.39fa1aa2b075be57e1c92c4ae5fc9425,bare_numeric,C:\mini_yolo\dataset\images\train\_373_jpg.rf.39fa1aa2b075be57e1c92c4ae5fc9425.jpg,unknown,unknown,unknown,train,15799,1,closed_eye,1,0,0,640,640,0.1656,ok,eye_scale,normal_daylight,rgb,106.05,60.49,unknown,unknown,A,eye boxes at eye scale; deployment-relevant framing,KEEP
_373_jpg.rf.491fbbca313281c3e866c7a09bf167f5,bare_numeric,C:\mini_yolo\dataset\images\train\_373_jpg.rf.491fbbca313281c3e866c7a09bf167f5.jpg,unknown,unknown,unknown,train,15810,1,closed_eye,1,0,0,640,640,0.6391,ok,over_tau,normal_daylight,rgb,100.92,9.43,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_373_jpg.rf.6a4d98beb4462fd82440e9de794934e1,bare_numeric,C:\mini_yolo\dataset\images\train\_373_jpg.rf.6a4d98beb4462fd82440e9de794934e1.jpg,unknown,unknown,unknown,train,28948,1,open_eye,0,1,0,640,640,0.9547,ok,over_tau,low_light,grayscale_or_ir,79.22,6534.37,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_373_jpg.rf.7ac3cde60ca2f53b3bf14f45f213f054,bare_numeric,C:\mini_yolo\dataset\images\train\_373_jpg.rf.7ac3cde60ca2f53b3bf14f45f213f054.jpg,unknown,unknown,unknown,train,15804,1,closed_eye,1,0,0,640,640,0.1562,ok,eye_scale,normal_daylight,rgb,105.95,91.41,unknown,unknown,A,eye boxes at eye scale; deployment-relevant framing,KEEP
_373_jpg.rf.8f398ce2028dc6709fc8a275fb40bce3,bare_numeric,C:\mini_yolo\dataset\images\train\_373_jpg.rf.8f398ce2028dc6709fc8a275fb40bce3.jpg,unknown,unknown,unknown,train,15805,1,open_eye,0,1,0,640,640,0.7984,ok,over_tau,low_light,rgb,62.69,27.31,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_373_jpg.rf.bdcd3ee568a7633c89607f933a6bf6cb,bare_numeric,C:\mini_yolo\dataset\images\train\_373_jpg.rf.bdcd3ee568a7633c89607f933a6bf6cb.jpg,unknown,unknown,unknown,train,28946,1,open_eye,0,1,0,640,640,0.2109,ok,eye_scale,low_light,grayscale_or_ir,79.55,10940.94,unknown,unknown,A,eye boxes at eye scale; deployment-relevant framing,KEEP
_373_jpg.rf.d9d3f134fe0f2a7a738f174213572f31,bare_numeric,C:\mini_yolo\dataset\images\train\_373_jpg.rf.d9d3f134fe0f2a7a738f174213572f31.jpg,unknown,unknown,unknown,train,15811,1,closed_eye,1,0,0,640,640,0.1703,ok,eye_scale,normal_daylight,rgb,106.79,72.48,unknown,unknown,A,eye boxes at eye scale; deployment-relevant framing,KEEP
_374_jpg.rf.37ddae92cfacf31dcf7218646a33f620,bare_numeric,C:\mini_yolo\dataset\images\train\_374_jpg.rf.37ddae92cfacf31dcf7218646a33f620.jpg,unknown,unknown,unknown,train,15816,1,closed_eye,1,0,0,640,640,0.7492,ok,over_tau,low_light,rgb,91.81,10.01,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_374_jpg.rf.6ceb2c70bda57775efb31678531f244b,bare_numeric,C:\mini_yolo\dataset\images\train\_374_jpg.rf.6ceb2c70bda57775efb31678531f244b.jpg,unknown,unknown,unknown,train,15815,1,closed_eye,1,0,0,640,640,0.8156,ok,over_tau,low_light,rgb,96.65,81.71,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_374_jpg.rf.7d95b737df76ea0afc5912047e699705,bare_numeric,C:\mini_yolo\dataset\images\train\_374_jpg.rf.7d95b737df76ea0afc5912047e699705.jpg,unknown,unknown,unknown,train,15816,1,closed_eye,1,0,0,640,640,0.75,ok,over_tau,low_light,rgb,93.35,16382.82,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_374_jpg.rf.c865c3abed6720e3a7db42413feed5ff,bare_numeric,C:\mini_yolo\dataset\images\train\_374_jpg.rf.c865c3abed6720e3a7db42413feed5ff.jpg,unknown,unknown,unknown,train,15817,1,closed_eye,1,0,0,640,640,0.7984,ok,over_tau,low_light,rgb,97.02,57.05,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_374_jpg.rf.de825aba3937a012e61fd6686eb2117f,bare_numeric,C:\mini_yolo\dataset\images\train\_374_jpg.rf.de825aba3937a012e61fd6686eb2117f.jpg,unknown,unknown,unknown,train,15818,1,closed_eye,1,0,0,640,640,0.6328,ok,over_tau,low_light,rgb,92.0,3985.97,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_374_jpg.rf.e601a2e94344d9deda43f4e7eebfbc7b,bare_numeric,C:\mini_yolo\dataset\images\train\_374_jpg.rf.e601a2e94344d9deda43f4e7eebfbc7b.jpg,unknown,unknown,unknown,train,15819,1,closed_eye,1,0,0,640,640,1.0,ok,over_tau,low_light,rgb,97.32,3.65,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_375_jpg.rf.4b588892990dd85089d86e5108b5cb39,bare_numeric,C:\mini_yolo\dataset\images\train\_375_jpg.rf.4b588892990dd85089d86e5108b5cb39.jpg,unknown,unknown,unknown,train,15823,1,closed_eye,1,0,0,640,640,1.0,ok,over_tau,low_light,rgb,66.75,3.11,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_375_jpg.rf.614b3c4a7c2823905bd641ecf329c88a,bare_numeric,C:\mini_yolo\dataset\images\train\_375_jpg.rf.614b3c4a7c2823905bd641ecf329c88a.jpg,unknown,unknown,unknown,train,15821,1,open_eye,0,1,0,640,640,0.8297,ok,over_tau,normal_daylight,rgb,112.18,192.08,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_375_jpg.rf.849b3d7f42e5b9026bec354cbd383cba,bare_numeric,C:\mini_yolo\dataset\images\train\_375_jpg.rf.849b3d7f42e5b9026bec354cbd383cba.jpg,unknown,unknown,unknown,train,15824,1,closed_eye,1,0,0,640,640,0.6391,ok,over_tau,low_light,rgb,75.44,2.69,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
_375_jpg.rf.b3223063cd27a9f173852e679559c415,bare_numeric,C:\mini_yolo\dataset\images\train\_375_jpg.rf.b3223063cd27a9f173852e679559c415.jpg,unknown,unknown,unknown,train,15823,1,closed_eye,1,0,0,640,640,1.0,ok,over_tau,low_light,rgb,66.75,3.11,unknown,unknown,C,eye box wider than tau: eye close-up crop or face-scale mislabel; ambiguous and not deployment-relevant,REMOVE
