image_id,source_dataset,original_path,final_path,subject_id,video_id,session_id,split,visual_group_id,class_count,classes_present,n_closed,n_open,n_yawn,image_width,image_height,max_eye_box_width,quality_status,duplicate_status,annotation_status,lighting_condition,gray_flag,brightness,blur_var,blur_status,glasses_status,reason_code,reason
000001_jpg.rf.bc86be6e310885eda2b091ac1d57e99e,bare_numeric,C:\mini_yolo\dataset\images\train\000001_jpg.rf.bc86be6e310885eda2b091ac1d57e99e.jpg,C:\mini_yolo\dataset_final_v1\images\train\000001_jpg.rf.bc86be6e310885eda2b091ac1d57e99e.jpg,unknown,unknown,unknown,train,2,2,open_eye,0,2,0,640,640,0.1023,ok,unique,eye_scale,normal_daylight,rgb,146.86,594.26,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0165-jpg_face_2_jpg.rf.d682d9842199c54a49a5304a311c8517,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0165-jpg_face_2_jpg.rf.d682d9842199c54a49a5304a311c8517.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0165-jpg_face_2_jpg.rf.d682d9842199c54a49a5304a311c8517.jpg,unknown,unknown,unknown,train,20279,2,closed_eye,2,0,0,640,640,0.075,ok,unique,eye_scale,normal_daylight,rgb,126.75,15649.4,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0165-jpg_face_2_jpg.rf.da3d065934b8a73c39294268df7765d8,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0165-jpg_face_2_jpg.rf.da3d065934b8a73c39294268df7765d8.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0165-jpg_face_2_jpg.rf.da3d065934b8a73c39294268df7765d8.jpg,unknown,unknown,unknown,train,20280,2,closed_eye,2,0,0,640,640,0.225,ok,unique,eye_scale,low_light,rgb,81.32,79.12,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0168-jpg_face_1_jpg.rf.12ba3f2f06e7c9586373f7f50817a393,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0168-jpg_face_1_jpg.rf.12ba3f2f06e7c9586373f7f50817a393.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0168-jpg_face_1_jpg.rf.12ba3f2f06e7c9586373f7f50817a393.jpg,unknown,unknown,unknown,train,20282,1,closed_eye,1,0,0,640,640,0.1313,ok,intra_split_near_duplicate,eye_scale,low_light,rgb,79.21,9688.36,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0168-jpg_face_1_jpg.rf.180ab16adbe3370c975bcce2ee124415,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0168-jpg_face_1_jpg.rf.180ab16adbe3370c975bcce2ee124415.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0168-jpg_face_1_jpg.rf.180ab16adbe3370c975bcce2ee124415.jpg,unknown,unknown,unknown,train,20282,2,closed_eye,2,0,0,640,640,0.1031,ok,intra_split_near_duplicate,eye_scale,low_light,rgb,79.13,9502.95,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0168-jpg_face_1_jpg.rf.2e0f496a498f8ebd77c69c565b891e9e,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0168-jpg_face_1_jpg.rf.2e0f496a498f8ebd77c69c565b891e9e.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0168-jpg_face_1_jpg.rf.2e0f496a498f8ebd77c69c565b891e9e.jpg,unknown,unknown,unknown,train,20284,2,closed_eye,2,0,0,640,640,0.2172,ok,unique,eye_scale,low_light,rgb,86.31,94.56,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0168-jpg_face_1_jpg.rf.5386dc6d77a2d151e86a79dfda8eb047,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0168-jpg_face_1_jpg.rf.5386dc6d77a2d151e86a79dfda8eb047.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0168-jpg_face_1_jpg.rf.5386dc6d77a2d151e86a79dfda8eb047.jpg,unknown,unknown,unknown,train,20286,2,closed_eye,2,0,0,640,640,0.2219,ok,unique,eye_scale,low_light,rgb,85.97,109.59,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0168-jpg_face_1_jpg.rf.6804f853d53a6e00247c93a483f49638,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0168-jpg_face_1_jpg.rf.6804f853d53a6e00247c93a483f49638.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0168-jpg_face_1_jpg.rf.6804f853d53a6e00247c93a483f49638.jpg,unknown,unknown,unknown,train,20285,2,closed_eye,2,0,0,640,640,0.1969,ok,unique,eye_scale,low_light,rgb,78.21,33.57,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0168-jpg_face_1_jpg.rf.95c6dd424f424afe983b3d767883eaf3,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0168-jpg_face_1_jpg.rf.95c6dd424f424afe983b3d767883eaf3.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0168-jpg_face_1_jpg.rf.95c6dd424f424afe983b3d767883eaf3.jpg,unknown,unknown,unknown,train,20289,2,closed_eye,2,0,0,640,640,0.2172,ok,unique,eye_scale,low_light,rgb,86.58,102.81,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0168-jpg_face_1_jpg.rf.f4188385e32be3c316a5a1faef03cff4,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0168-jpg_face_1_jpg.rf.f4188385e32be3c316a5a1faef03cff4.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0168-jpg_face_1_jpg.rf.f4188385e32be3c316a5a1faef03cff4.jpg,unknown,unknown,unknown,train,20292,2,closed_eye,2,0,0,640,640,0.1031,ok,unique,eye_scale,low_light,rgb,80.24,18032.82,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0171-jpg_face_1_jpg.rf.2369fdda5f2dfb03c05491d6152b4e3c,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0171-jpg_face_1_jpg.rf.2369fdda5f2dfb03c05491d6152b4e3c.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0171-jpg_face_1_jpg.rf.2369fdda5f2dfb03c05491d6152b4e3c.jpg,unknown,unknown,unknown,train,20302,2,closed_eye,2,0,0,640,640,0.2867,ok,unique,eye_scale,normal_daylight,rgb,153.76,70.83,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0171-jpg_face_1_jpg.rf.23f9f675ffc6bc4d1058c949a3784c0d,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0171-jpg_face_1_jpg.rf.23f9f675ffc6bc4d1058c949a3784c0d.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0171-jpg_face_1_jpg.rf.23f9f675ffc6bc4d1058c949a3784c0d.jpg,unknown,unknown,unknown,train,20294,2,closed_eye,2,0,0,640,640,0.2922,ok,unique,eye_scale,normal_daylight,rgb,143.24,114.51,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0171-jpg_face_1_jpg.rf.2aa6680a33731262713c40b2d168f5d4,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0171-jpg_face_1_jpg.rf.2aa6680a33731262713c40b2d168f5d4.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0171-jpg_face_1_jpg.rf.2aa6680a33731262713c40b2d168f5d4.jpg,unknown,unknown,unknown,train,20295,2,closed_eye,2,0,0,640,640,0.2406,ok,unique,eye_scale,normal_daylight,rgb,153.14,197.37,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0171-jpg_face_1_jpg.rf.99c3f2a713a8b112aec2c1ecbce7f3e5,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0171-jpg_face_1_jpg.rf.99c3f2a713a8b112aec2c1ecbce7f3e5.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0171-jpg_face_1_jpg.rf.99c3f2a713a8b112aec2c1ecbce7f3e5.jpg,unknown,unknown,unknown,train,20299,2,closed_eye,2,0,0,640,640,0.1172,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,152.71,12218.49,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0171-jpg_face_1_jpg.rf.abeca0ec4e4c914c12b292227cc7aa58,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0171-jpg_face_1_jpg.rf.abeca0ec4e4c914c12b292227cc7aa58.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0171-jpg_face_1_jpg.rf.abeca0ec4e4c914c12b292227cc7aa58.jpg,unknown,unknown,unknown,train,20299,2,closed_eye,2,0,0,640,640,0.1172,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,152.55,13723.71,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0171-jpg_face_1_jpg.rf.f91f2aebc96923925e695c075f62bafb,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0171-jpg_face_1_jpg.rf.f91f2aebc96923925e695c075f62bafb.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0171-jpg_face_1_jpg.rf.f91f2aebc96923925e695c075f62bafb.jpg,unknown,unknown,unknown,train,20301,2,closed_eye,2,0,0,640,640,0.2922,ok,unique,eye_scale,normal_daylight,rgb,117.57,77.39,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0172-jpg_face_1_jpg.rf.15f83ebe22d9f961ef391e8ef1b58be9,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0172-jpg_face_1_jpg.rf.15f83ebe22d9f961ef391e8ef1b58be9.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0172-jpg_face_1_jpg.rf.15f83ebe22d9f961ef391e8ef1b58be9.jpg,unknown,unknown,unknown,train,20311,2,closed_eye,2,0,0,640,640,0.2703,ok,unique,eye_scale,normal_daylight,rgb,165.65,3230.97,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0172-jpg_face_1_jpg.rf.1a25e7e400d76d0234856f0d5ee35c0b,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0172-jpg_face_1_jpg.rf.1a25e7e400d76d0234856f0d5ee35c0b.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0172-jpg_face_1_jpg.rf.1a25e7e400d76d0234856f0d5ee35c0b.jpg,unknown,unknown,unknown,train,20307,2,closed_eye,2,0,0,640,640,0.1703,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,165.52,2489.49,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0172-jpg_face_1_jpg.rf.3b6f5ad93a5da866e1599cebe14c86c7,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0172-jpg_face_1_jpg.rf.3b6f5ad93a5da866e1599cebe14c86c7.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0172-jpg_face_1_jpg.rf.3b6f5ad93a5da866e1599cebe14c86c7.jpg,unknown,unknown,unknown,train,20305,2,closed_eye,2,0,0,640,640,0.1703,ok,unique,eye_scale,normal_daylight,rgb,165.63,1333.13,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0172-jpg_face_1_jpg.rf.799afbc9f47471d356c6e2772b315f37,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0172-jpg_face_1_jpg.rf.799afbc9f47471d356c6e2772b315f37.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0172-jpg_face_1_jpg.rf.799afbc9f47471d356c6e2772b315f37.jpg,unknown,unknown,unknown,train,20307,2,closed_eye,2,0,0,640,640,0.1281,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,164.96,8531.44,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0172-jpg_face_1_jpg.rf.8b0f68a7c52e4978a87e22cc06396cec,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0172-jpg_face_1_jpg.rf.8b0f68a7c52e4978a87e22cc06396cec.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0172-jpg_face_1_jpg.rf.8b0f68a7c52e4978a87e22cc06396cec.jpg,unknown,unknown,unknown,train,20308,2,closed_eye,2,0,0,640,640,0.3625,ok,unique,eye_scale,normal_daylight,rgb,168.7,26.23,blurry,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0172-jpg_face_1_jpg.rf.ae24208cb3557412c0f36c38eeb6ce8f,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0172-jpg_face_1_jpg.rf.ae24208cb3557412c0f36c38eeb6ce8f.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0172-jpg_face_1_jpg.rf.ae24208cb3557412c0f36c38eeb6ce8f.jpg,unknown,unknown,unknown,train,20310,2,closed_eye,2,0,0,640,640,0.2609,ok,unique,eye_scale,normal_daylight,rgb,168.96,258.44,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0172-jpg_face_1_jpg.rf.d99fd2aa05791a60d0f3dac42bd69665,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0172-jpg_face_1_jpg.rf.d99fd2aa05791a60d0f3dac42bd69665.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0172-jpg_face_1_jpg.rf.d99fd2aa05791a60d0f3dac42bd69665.jpg,unknown,unknown,unknown,train,20312,2,closed_eye,2,0,0,640,640,0.3422,ok,unique,eye_scale,normal_daylight,rgb,136.9,123.15,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0172-jpg_face_1_jpg.rf.ef7409b6e158fc856478aac13e4c0c14,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0172-jpg_face_1_jpg.rf.ef7409b6e158fc856478aac13e4c0c14.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0172-jpg_face_1_jpg.rf.ef7409b6e158fc856478aac13e4c0c14.jpg,unknown,unknown,unknown,train,20313,2,closed_eye,2,0,0,640,640,0.3359,ok,unique,eye_scale,normal_daylight,rgb,144.53,134.62,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0174-jpg_face_2_jpg.rf.548737f50794edb3ed3b282a01e0f9a7,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0174-jpg_face_2_jpg.rf.548737f50794edb3ed3b282a01e0f9a7.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0174-jpg_face_2_jpg.rf.548737f50794edb3ed3b282a01e0f9a7.jpg,unknown,unknown,unknown,train,20314,2,closed_eye,2,0,0,640,640,0.2797,ok,unique,eye_scale,normal_daylight,rgb,183.35,138.52,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0174-jpg_face_2_jpg.rf.54916e9e64f8f5914fc5651eca35209a,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0174-jpg_face_2_jpg.rf.54916e9e64f8f5914fc5651eca35209a.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0174-jpg_face_2_jpg.rf.54916e9e64f8f5914fc5651eca35209a.jpg,unknown,unknown,unknown,train,20316,2,closed_eye,2,0,0,640,640,0.1594,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,159.63,1093.76,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0174-jpg_face_2_jpg.rf.54a4464c725392bb2630eb68b6079fdc,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0174-jpg_face_2_jpg.rf.54a4464c725392bb2630eb68b6079fdc.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0174-jpg_face_2_jpg.rf.54a4464c725392bb2630eb68b6079fdc.jpg,unknown,unknown,unknown,train,20316,2,closed_eye,2,0,0,640,640,0.1594,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,158.96,8804.42,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0174-jpg_face_2_jpg.rf.57aaa288fc4a8b7cdc95f61197d43169,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0174-jpg_face_2_jpg.rf.57aaa288fc4a8b7cdc95f61197d43169.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0174-jpg_face_2_jpg.rf.57aaa288fc4a8b7cdc95f61197d43169.jpg,unknown,unknown,unknown,train,20318,2,closed_eye,2,0,0,640,640,0.2539,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,159.87,49.01,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0174-jpg_face_2_jpg.rf.91b12ae2900efdb19f5af5834bcf39a0,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0174-jpg_face_2_jpg.rf.91b12ae2900efdb19f5af5834bcf39a0.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0174-jpg_face_2_jpg.rf.91b12ae2900efdb19f5af5834bcf39a0.jpg,unknown,unknown,unknown,train,20318,2,closed_eye,2,0,0,640,640,0.2539,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,160.03,48.74,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0174-jpg_face_2_jpg.rf.b878b012a379f42ae28100b2e0cd8cea,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0174-jpg_face_2_jpg.rf.b878b012a379f42ae28100b2e0cd8cea.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0174-jpg_face_2_jpg.rf.b878b012a379f42ae28100b2e0cd8cea.jpg,unknown,unknown,unknown,train,20319,2,closed_eye,2,0,0,640,640,0.2734,ok,unique,eye_scale,normal_daylight,rgb,170.35,98.88,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0180-jpg_face_1_jpg.rf.7879913541bc3c20c95adf419e5c15d8,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0180-jpg_face_1_jpg.rf.7879913541bc3c20c95adf419e5c15d8.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0180-jpg_face_1_jpg.rf.7879913541bc3c20c95adf419e5c15d8.jpg,unknown,unknown,unknown,train,20321,2,closed_eye,2,0,0,640,640,0.2313,ok,unique,eye_scale,normal_daylight,rgb,157.61,108.94,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0180-jpg_face_1_jpg.rf.e2b9a512133aad07de7d8d2827790634,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0180-jpg_face_1_jpg.rf.e2b9a512133aad07de7d8d2827790634.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0180-jpg_face_1_jpg.rf.e2b9a512133aad07de7d8d2827790634.jpg,unknown,unknown,unknown,train,20324,2,closed_eye,2,0,0,640,640,0.0969,ok,unique,eye_scale,normal_daylight,rgb,167.46,2548.08,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0180-jpg_face_1_jpg.rf.fe7b610b82b50d92d2d03116fa0739b2,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0180-jpg_face_1_jpg.rf.fe7b610b82b50d92d2d03116fa0739b2.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0180-jpg_face_1_jpg.rf.fe7b610b82b50d92d2d03116fa0739b2.jpg,unknown,unknown,unknown,train,20325,2,closed_eye,2,0,0,640,640,0.2328,ok,unique,eye_scale,normal_daylight,rgb,173.89,116.21,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0181-BMP_face_1_jpg.rf.c710819e5e583bb8147f89abc757fa53,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0181-BMP_face_1_jpg.rf.c710819e5e583bb8147f89abc757fa53.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0181-BMP_face_1_jpg.rf.c710819e5e583bb8147f89abc757fa53.jpg,unknown,unknown,unknown,train,20329,1,closed_eye,1,0,0,640,640,0.1406,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,150.22,1146.56,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0181-BMP_face_1_jpg.rf.ee5e9a4313973eacd076afb69e4bc1ce,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0181-BMP_face_1_jpg.rf.ee5e9a4313973eacd076afb69e4bc1ce.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0181-BMP_face_1_jpg.rf.ee5e9a4313973eacd076afb69e4bc1ce.jpg,unknown,unknown,unknown,train,20329,1,closed_eye,1,0,0,640,640,0.1406,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,149.95,6065.06,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0182-jpg_face_1_jpg.rf.4b18690140c540ac33144c03ad3d83d9,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0182-jpg_face_1_jpg.rf.4b18690140c540ac33144c03ad3d83d9.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0182-jpg_face_1_jpg.rf.4b18690140c540ac33144c03ad3d83d9.jpg,unknown,unknown,unknown,train,20331,2,closed_eye,2,0,0,640,640,0.2281,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,110.46,119.61,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0182-jpg_face_1_jpg.rf.b77018c5a45c8ee31476cf376a30d2f7,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0182-jpg_face_1_jpg.rf.b77018c5a45c8ee31476cf376a30d2f7.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0182-jpg_face_1_jpg.rf.b77018c5a45c8ee31476cf376a30d2f7.jpg,unknown,unknown,unknown,train,20331,2,closed_eye,2,0,0,640,640,0.2344,ok,intra_split_near_duplicate,eye_scale,normal_daylight,rgb,109.79,111.65,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0183-jpg_face_1_jpg.rf.3346603da327b370923a62fb871ce064,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0183-jpg_face_1_jpg.rf.3346603da327b370923a62fb871ce064.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0183-jpg_face_1_jpg.rf.3346603da327b370923a62fb871ce064.jpg,unknown,unknown,unknown,train,20334,2,closed_eye,2,0,0,640,640,0.1141,ok,intra_split_near_duplicate,eye_scale,low_light,rgb,78.79,11974.7,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0183-jpg_face_1_jpg.rf.8628d80b0212b29bf7cc50ee68ea5a4d,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0183-jpg_face_1_jpg.rf.8628d80b0212b29bf7cc50ee68ea5a4d.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0183-jpg_face_1_jpg.rf.8628d80b0212b29bf7cc50ee68ea5a4d.jpg,unknown,unknown,unknown,train,20335,2,closed_eye,2,0,0,640,640,0.2016,ok,intra_split_near_duplicate,eye_scale,low_light,rgb,77.55,36.1,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0183-jpg_face_1_jpg.rf.a3273f050e2911b3d70258e7c69d7c5d,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0183-jpg_face_1_jpg.rf.a3273f050e2911b3d70258e7c69d7c5d.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0183-jpg_face_1_jpg.rf.a3273f050e2911b3d70258e7c69d7c5d.jpg,unknown,unknown,unknown,train,20334,2,closed_eye,2,0,0,640,640,0.1141,ok,intra_split_near_duplicate,eye_scale,low_light,rgb,79.27,16259.11,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0183-jpg_face_1_jpg.rf.ae0760b1e0b77678346a8f78bb8fe91c,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0183-jpg_face_1_jpg.rf.ae0760b1e0b77678346a8f78bb8fe91c.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0183-jpg_face_1_jpg.rf.ae0760b1e0b77678346a8f78bb8fe91c.jpg,unknown,unknown,unknown,train,20335,2,closed_eye,2,0,0,640,640,0.2016,ok,intra_split_near_duplicate,eye_scale,low_light,rgb,77.5,36.3,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0183-jpg_face_1_jpg.rf.de6eb9d6aa7e8c1af45933a5a8021dda,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0183-jpg_face_1_jpg.rf.de6eb9d6aa7e8c1af45933a5a8021dda.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0183-jpg_face_1_jpg.rf.de6eb9d6aa7e8c1af45933a5a8021dda.jpg,unknown,unknown,unknown,train,20336,2,closed_eye,2,0,0,640,640,0.2078,ok,unique,eye_scale,normal_daylight,rgb,111.92,52.65,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0185-jpg_face_1_jpg.rf.1cc964a58324289cdc49992e4a7995d1,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0185-jpg_face_1_jpg.rf.1cc964a58324289cdc49992e4a7995d1.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0185-jpg_face_1_jpg.rf.1cc964a58324289cdc49992e4a7995d1.jpg,unknown,unknown,unknown,train,20341,2,closed_eye,2,0,0,640,640,0.2188,ok,unique,eye_scale,normal_daylight,rgb,115.99,18804.33,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0185-jpg_face_1_jpg.rf.77f7b536618cb21e631ad8f9861665e7,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0185-jpg_face_1_jpg.rf.77f7b536618cb21e631ad8f9861665e7.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0185-jpg_face_1_jpg.rf.77f7b536618cb21e631ad8f9861665e7.jpg,unknown,unknown,unknown,train,20338,2,closed_eye,2,0,0,640,640,0.1406,ok,unique,eye_scale,normal_daylight,rgb,115.28,4507.0,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0185-jpg_face_1_jpg.rf.ca8c4a7b02bcc88e044ae30b2913139e,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0185-jpg_face_1_jpg.rf.ca8c4a7b02bcc88e044ae30b2913139e.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0185-jpg_face_1_jpg.rf.ca8c4a7b02bcc88e044ae30b2913139e.jpg,unknown,unknown,unknown,train,20340,2,closed_eye,2,0,0,640,640,0.2328,ok,unique,eye_scale,low_light,rgb,66.47,123.34,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
closed_eye_0186-jpg_face_1_jpg.rf.46f49745bc5958aaecedd7bd211cca49,unmatched,C:\mini_yolo\dataset\images\train\closed_eye_0186-jpg_face_1_jpg.rf.46f49745bc5958aaecedd7bd211cca49.jpg,C:\mini_yolo\dataset_final_v1\images\train\closed_eye_0186-jpg_face_1_jpg.rf.46f49745bc5958aaecedd7bd211cca49.jpg,unknown,unknown,unknown,train,20347,2,closed_eye,2,0,0,640,640,0.2414,ok,intra_split_near_duplicate,eye_scale,normal_daylight,grayscale_or_ir,107.17,731.67,sharp,unknown,A,eye boxes at eye scale; deployment-relevant framing
