epoch,box_loss,cls_loss,l1_loss,loss_o2m,loss_o2o,prog_alpha,lr,precision,recall,mAP50,mAP50_95,fitness,ms_per_image
204,1.19679,1.40614,1.04888,3.55741,3.69721,0.324749,0.00135241,0.612253,0.951441,0.899361,0.525158,0.562579,1.07895
205,1.19809,1.41271,1.0619,3.57775,3.71788,0.322408,0.00133148,0.612733,0.951772,0.899103,0.524921,0.562339,1.07349
206,1.18967,1.41899,1.05771,3.56206,3.71547,0.320067,0.0013107,0.611361,0.950914,0.898817,0.525016,0.562397,1.03749
207,1.19527,1.39881,1.05671,3.55086,3.69733,0.317726,0.00129005,0.613722,0.950914,0.899048,0.525214,0.562598,1.08577
208,1.19328,1.39632,1.05348,3.54347,3.68896,0.315385,0.00126956,0.614085,0.95102,0.899413,0.525835,0.563193,1.01497
209,1.19302,1.41735,1.04819,3.5596,3.70365,0.313043,0.00124921,0.614622,0.950848,0.899148,0.526297,0.563582,1.08405
210,1.19641,1.39552,1.0478,3.54535,3.68227,0.310702,0.00122901,0.614256,0.950523,0.899138,0.526315,0.563597,1.01784
211,1.19124,1.39819,1.04557,3.54201,3.67647,0.308361,0.00120897,0.613605,0.949482,0.89906,0.526566,0.563815,1.03222
212,1.20023,1.39868,1.04422,3.548,3.68507,0.30602,0.00118908,0.615332,0.950709,0.899323,0.526909,0.56415,0.945718
213,1.19183,1.39789,1.04438,3.53765,3.67617,0.303679,0.00116935,0.615585,0.949927,0.899237,0.526985,0.564211,0.949559
214,1.1921,1.39215,1.0462,3.5353,3.6715,0.301338,0.00114977,0.617978,0.950536,0.899383,0.52726,0.564472,0.991239
215,1.1945,1.39235,1.04112,3.53287,3.66852,0.298997,0.00113036,0.618167,0.950536,0.899034,0.52694,0.56415,1.00153
216,1.1911,1.40398,1.04883,3.54926,3.68383,0.296656,0.00111112,0.618709,0.950866,0.898914,0.526941,0.564138,0.992747
217,1.1879,1.39103,1.04635,3.53118,3.66453,0.294314,0.00109204,0.618809,0.950893,0.899195,0.526578,0.56384,1.03872
218,1.18563,1.38982,1.04301,3.52728,3.65606,0.291973,0.00107313,0.619611,0.950866,0.899476,0.526683,0.563962,1.00828
219,1.18691,1.38932,1.03327,3.50422,3.65242,0.289632,0.00105438,0.619538,0.950421,0.899544,0.526889,0.564154,1.01162
220,1.18244,1.38025,1.02353,3.49704,3.62217,0.287291,0.00103581,0.620703,0.950445,0.899789,0.527339,0.564584,0.964276
221,1.19025,1.3978,1.05056,3.54493,3.67594,0.28495,0.00101742,0.620017,0.949482,0.899907,0.527418,0.564667,1.02169
222,1.19224,1.39696,1.04569,3.53806,3.67303,0.282609,0.000999201,0.620117,0.949549,0.900458,0.528439,0.565641,0.999448
223,1.1952,1.39421,1.04389,3.53364,3.6721,0.280268,0.00098116,0.620349,0.950339,0.900664,0.528485,0.565703,1.03691
224,1.18083,1.38377,1.02891,3.49802,3.63026,0.277926,0.0009633,0.621746,0.950775,0.900605,0.528256,0.56549,1.0483
225,1.18773,1.38103,1.03592,3.51222,3.63986,0.275585,0.000945621,0.622045,0.950775,0.900942,0.528381,0.565637,1.06803
226,1.18543,1.37749,1.04257,3.50776,3.64223,0.273244,0.000928127,0.622507,0.951293,0.901102,0.528883,0.566105,1.07107
227,1.1809,1.37509,1.03284,3.49575,3.62342,0.270903,0.000910819,0.623244,0.951152,0.90152,0.528835,0.566103,1.0976
228,1.18052,1.37972,1.03261,3.49365,3.62926,0.268562,0.0008937,0.622737,0.95103,0.901449,0.528793,0.566058,0.986449
229,1.18111,1.38998,1.0252,3.4919,3.63415,0.266221,0.000876769,0.622748,0.950263,0.901277,0.528944,0.566177,1.08331
230,1.18496,1.37041,1.03818,3.50329,3.62591,0.26388,0.000860031,0.622182,0.94976,0.90118,0.528527,0.565792,1.05908
231,1.18383,1.37143,1.02772,3.48145,3.61892,0.261538,0.000843486,0.623096,0.950503,0.901927,0.528683,0.566007,1.02354
232,1.17992,1.36661,1.01345,3.46318,3.59384,0.259197,0.000827137,0.623636,0.950091,0.901073,0.528965,0.566176,1.04568
233,1.17725,1.3678,1.02483,3.47757,3.6018,0.256856,0.000810984,0.624026,0.950588,0.90109,0.528728,0.565964,1.05461
234,1.17673,1.35381,1.0303,3.4628,3.59432,0.254515,0.000795031,0.624949,0.950933,0.901095,0.529146,0.566341,1.05009
235,1.17901,1.37211,1.02257,3.47268,3.60775,0.252174,0.000779278,0.625089,0.950579,0.901147,0.529344,0.566524,1.056
236,1.17862,1.36183,1.01424,3.45835,3.58678,0.249833,0.000763728,0.625493,0.950579,0.901158,0.52957,0.566729,1.03586
237,1.17936,1.36734,1.0183,3.47463,3.59473,0.247492,0.000748382,0.627476,0.950234,0.90157,0.530179,0.567318,1.062
238,1.17717,1.36878,1.02827,3.47506,3.60643,0.245151,0.000733241,0.627704,0.950579,0.902148,0.530698,0.567843,1.03479
239,1.16754,1.35072,1.01195,3.43947,3.55931,0.242809,0.000718308,0.62845,0.950783,0.902497,0.530934,0.56809,1.06188
240,1.16968,1.35233,1.005,3.43062,3.55752,0.240468,0.000703585,0.628552,0.950052,0.902356,0.53024,0.567452,1.06819
241,1.17155,1.3548,1.01334,3.44435,3.56948,0.238127,0.000689071,0.62891,0.950143,0.902421,0.529746,0.567013,1.0747
242,1.16504,1.3471,1.01557,3.43452,3.55647,0.235786,0.000674771,0.629089,0.949616,0.902059,0.529785,0.567013,1.03827
243,1.16991,1.34387,1.00665,3.42586,3.54923,0.233445,0.000660684,0.630658,0.949879,0.902539,0.530105,0.567348,1.04529
244,1.17265,1.34973,0.997964,3.42988,3.54754,0.231104,0.000646812,0.632042,0.950614,0.903018,0.530708,0.567939,1.04689
245,1.16831,1.35264,0.993767,3.42524,3.54126,0.228763,0.000633157,0.632693,0.950373,0.903537,0.530746,0.568025,1.04986
246,1.16928,1.34395,1.01205,3.43225,3.5525,0.226421,0.000619721,0.63253,0.950373,0.903429,0.530602,0.567884,1.06432
247,1.16993,1.34809,1.00571,3.42938,3.55097,0.22408,0.000606505,0.633173,0.951163,0.90331,0.530336,0.567633,1.10274
248,1.16966,1.33505,0.99965,3.40808,3.53179,0.221739,0.00059351,0.633301,0.951163,0.902783,0.529901,0.567189,1.07064
249,1.1732,1.34686,1.00974,3.42835,3.55832,0.219398,0.000580738,0.633928,0.950792,0.902807,0.529992,0.567274,1.06079
250,1.16797,1.33923,1.00451,3.41567,3.53833,0.217057,0.00056819,0.635021,0.950991,0.903311,0.530346,0.567642,1.0871
251,1.17004,1.35596,0.99919,3.43731,3.54923,0.214716,0.000555867,0.635423,0.950727,0.902935,0.530381,0.567636,1.06963
252,1.16752,1.35097,1.00344,3.43203,3.54617,0.212375,0.000543772,0.6356,0.951163,0.902806,0.530269,0.567522,1.07925
253,1.16217,1.33438,0.999412,3.40593,3.5199,0.210033,0.000531904,0.637284,0.950742,0.903364,0.530214,0.567529,1.08422
254,1.16366,1.3337,1.00957,3.42063,3.52955,0.207692,0.000520266,0.636729,0.951441,0.903895,0.530439,0.567785,1.06292
255,1.1703,1.33692,1.0042,3.41648,3.53595,0.205351,0.00050886,0.638063,0.951163,0.903777,0.530526,0.567851,1.0592
256,1.16172,1.3293,1.0075,3.41246,3.52044,0.20301,0.000497685,0.638919,0.950464,0.904692,0.530947,0.568322,1.0726
257,1.15931,1.33389,0.995844,3.39662,3.51225,0.200669,0.000486743,0.638932,0.950373,0.903817,0.530774,0.568078,1.07477
258,1.17014,1.34172,0.990486,3.40523,3.52636,0.198328,0.000476036,0.63901,0.950306,0.904287,0.530888,0.568228,1.07217
259,1.16165,1.32636,0.989407,3.38844,3.4991,0.195987,0.000465564,0.637841,0.950148,0.904483,0.531599,0.568887,1.07275
260,1.16095,1.33008,0.99793,3.40268,3.50968,0.193645,0.00045533,0.63907,0.949645,0.903481,0.531539,0.568733,1.07941
261,1.16278,1.33636,1.00248,3.41357,3.52246,0.191304,0.000445333,0.639568,0.949976,0.904163,0.531924,0.569148,1.08861
262,1.16302,1.31944,0.992844,3.39218,3.49467,0.188963,0.000435575,0.638989,0.951178,0.903901,0.532208,0.569377,1.08272
263,1.1634,1.32382,0.992597,3.39059,3.50028,0.186622,0.000426057,0.639746,0.950321,0.904403,0.532363,0.569567,1.08181
264,1.17029,1.33168,0.995993,3.40492,3.51897,0.184281,0.000416781,0.638689,0.950517,0.904263,0.532338,0.569531,1.08265
265,1.16263,1.32822,0.983605,3.3893,3.49339,0.18194,0.000407746,0.639364,0.950689,0.903765,0.532464,0.569594,1.09368
266,1.16213,1.33227,0.981881,3.38567,3.49611,0.179599,0.000398955,0.638934,0.951311,0.904193,0.532849,0.569983,1.0458
267,1.16188,1.31947,0.974904,3.36737,3.4754,0.177258,0.000390408,0.640816,0.951456,0.904535,0.533466,0.570573,1.07736
268,1.15395,1.3322,0.997129,3.39503,3.50198,0.174916,0.000382106,0.640101,0.951219,0.905131,0.533891,0.571015,1.0662
269,1.15544,1.33514,0.976509,3.3716,3.48701,0.172575,0.00037405,0.640728,0.951365,0.904924,0.533162,0.570338,1.07063
270,1.15933,1.33829,0.978192,3.3845,3.49455,0.170234,0.000366241,0.641116,0.951825,0.905229,0.533402,0.570584,1.08157
271,1.16094,1.31856,0.980328,3.36625,3.47871,0.167893,0.000358679,0.641731,0.951931,0.905172,0.533345,0.570527,1.07967
272,1.15774,1.31783,0.992893,3.38311,3.48541,0.165552,0.000351366,0.640782,0.951998,0.905461,0.533249,0.57047,1.0548
273,1.1563,1.31793,0.980619,3.36748,3.47189,0.163211,0.000344302,0.641457,0.951892,0.904856,0.533536,0.570668,1.08539
274,1.16025,1.32027,0.972099,3.36125,3.47013,0.16087,0.000337489,0.641391,0.951603,0.905643,0.533735,0.570926,1.08242
275,1.15799,1.31978,0.977981,3.36456,3.47294,0.158528,0.000330926,0.64265,0.951998,0.905676,0.53434,0.571473,1.05653
276,1.15595,1.31828,0.985012,3.36574,3.47654,0.156187,0.000324615,0.643178,0.952434,0.906217,0.534524,0.571693,1.06559
277,1.15861,1.32582,0.979707,3.37242,3.48081,0.153846,0.000318556,0.643174,0.952412,0.906164,0.534328,0.571512,1.07211
278,1.15399,1.3106,0.970448,3.34629,3.45089,0.151505,0.00031275,0.645436,0.952354,0.906508,0.534744,0.57192,1.0609
279,1.15944,1.31359,0.977634,3.36608,3.46549,0.149164,0.000307198,0.644836,0.952343,0.906364,0.534808,0.571964,1.0596
280,1.15814,1.31683,0.978369,3.36229,3.469,0.146823,0.000301899,0.643612,0.952079,0.906164,0.534544,0.571706,1.06787
281,1.15312,1.32062,0.986184,3.37339,3.47454,0.144482,0.000296856,0.643874,0.951593,0.907037,0.535063,0.572261,1.06387
282,1.15601,1.31301,0.984912,3.35735,3.46994,0.14214,0.000292068,0.64348,0.95105,0.906603,0.534839,0.572015,1.07862
283,1.15176,1.30935,0.978677,3.35136,3.45417,0.139799,0.000287535,0.643375,0.950719,0.906275,0.534671,0.571831,1.07198
284,1.15266,1.30993,0.977055,3.35098,3.45378,0.137458,0.000283259,0.64425,0.950547,0.90635,0.534718,0.571882,1.06531
285,1.15587,1.31212,0.966017,3.35404,3.4465,0.135117,0.00027924,0.644083,0.950293,0.906143,0.534782,0.571918,1.08149
286,1.15125,1.30676,0.96456,3.34144,3.43499,0.132776,0.000275478,0.644199,0.950278,0.906473,0.535069,0.572209,1.08419
287,1.15388,1.31347,0.956833,3.3358,3.43744,0.130435,0.000271974,0.64411,0.949578,0.906551,0.534884,0.57205,1.07131
288,1.14747,1.31159,0.980387,3.35278,3.45218,0.128094,0.000268728,0.64484,0.950218,0.906682,0.53532,0.572456,1.07602
289,1.15782,1.31683,0.970011,3.35424,3.45767,0.125753,0.00026574,0.644457,0.950541,0.906355,0.534912,0.572056,1.06355
290,1.15592,1.3175,0.977558,3.36226,3.46347,0.123411,0.00026301,0.643769,0.950014,0.906395,0.534977,0.572119,1.06826
291,1.14941,1.30564,0.971355,3.33989,3.43832,0.12107,0.00026054,0.644112,0.950187,0.906578,0.535193,0.572332,1.07379
292,1.15311,1.31085,0.976479,3.34954,3.45268,0.118729,0.000258329,0.644482,0.950014,0.907187,0.535734,0.572879,1.09835
293,1.1528,1.30928,0.965199,3.33297,3.4397,0.116388,0.000256378,0.643396,0.949923,0.907027,0.535292,0.572466,1.08424
294,1.15243,1.29047,0.972857,3.33216,3.42651,0.114047,0.000254687,0.644808,0.949751,0.906926,0.535728,0.572848,1.07718
295,1.15074,1.29878,0.967072,3.33001,3.42749,0.111706,0.000253255,0.644579,0.950345,0.906617,0.536032,0.57309,1.07806
296,1.15356,1.30697,0.967292,3.3412,3.43846,0.109365,0.000252083,0.64527,0.950172,0.906231,0.53557,0.572636,1.10918
297,1.14943,1.29567,0.965268,3.32976,3.42003,0.107023,0.000251172,0.645903,0.950172,0.906844,0.535832,0.572933,1.05328
298,1.15522,1.31298,0.950245,3.33557,3.42814,0.104682,0.000250521,0.646024,0.950436,0.906682,0.535769,0.57286,1.08186
299,1.14962,1.31243,0.964057,3.33213,3.43683,0.102341,0.00025013,0.646636,0.949842,0.906441,0.535816,0.572879,1.0893
300,1.15214,1.31106,0.974681,3.34832,3.44783,0.1,0.00025,0.646173,0.950436,0.906571,0.535836,0.572909,1.08093
